msgid,openatv,openhdf,openpli,openvix,APPEARANCES,UNIQUES,DUPLICATES,EMPTIES
Select service to add...,เลือกบริการที่ต้องการเพิ่ม...,เลือกบริการที่ต้องการเพิ่ม...,เลือกบริการที่ต้องการเพิ่ม...,เลือกบริการที่ต้องการเพิ่ม...,4,1,3,0
Select update source to edit,,,เลือกที่มาเพื่อปรับปรุง,,1,1,0,0
Select video input with up/down buttons,เลือกช่องต่อสัญญาณวิดีโอโดยกดปุ่มขึ้น/ลง,เลือกช่องต่อสัญญาณวิดีโอโดยกดปุ่มขึ้น/ลง,เลือกช่องต่อสัญญาณวิดีโอโดยกดปุ่มขึ้น/ลง,เลือกช่องต่อสัญญาณวิดีโอโดยกดปุ่มขึ้น/ลง,4,1,3,0
Select video mode,เลือกโหมดวีดีโอ,เลือกโหมดวีดีโอ,เลือกโหมดวีดีโอ,เลือกโหมดวีดีโอ,4,1,3,0
Select wireless network,เลือกเครือข่ายไร้สาย,เลือกเครือข่ายไร้สาย,เลือกเครือข่ายไร้สาย,เลือกเครือข่ายไร้สาย,4,1,3,0
Select your backup device.\nCurrent device: ,,,เลือกอุปกรณ์\nอุปกรณ์ปัจจุบันคือ: ,,1,1,0,0
Send DiSEqC,ส่งคำสั่ง DiSEqC,ส่งคำสั่ง DiSEqC,ส่งคำสั่ง DiSEqC,ส่งคำสั่ง DiSEqC,4,1,3,0
Send DiSEqC only on satellite change,ส่งคำสั่ง DiSEqC เฉพาะตอนเปลี่ยนช่อง,ส่งคำสั่ง DiSEqC เฉพาะตอนเปลี่ยนช่อง,ส่งคำสั่ง DiSEqC เฉพาะตอนเปลี่ยนช่อง,ส่งคำสั่ง DiSEqC เฉพาะตอนเปลี่ยนช่อง,4,1,3,0
Separate titles with a main menu,,,แยกเรื่องนี้ออกจากเมนูหลัก,,1,1,0,0
Sequence repeat,,'','','',3,0,0,3
Serbian,ภาษาเซอร์เบี่ยน,ภาษาเซอร์เบี่ยน,ภาษาเซอร์เบี่ยน,ภาษาเซอร์เบี่ยน,4,1,3,0
Service,บริการ,บริการ,บริการ,บริการ,4,1,3,0
Service has been added to the favourites.,บริการนี้ถูกเพิ่มเข้ารายการโปรดแล้ว,บริการนี้ถูกเพิ่มเข้ารายการโปรดแล้ว,บริการนี้ถูกเพิ่มเข้ารายการโปรดแล้ว,,3,1,2,0
Service has been added to the selected bouquet.,บริการนี้ถูกเพิ่มเข้ากลุ่มรายการแล้ว,บริการนี้ถูกเพิ่มเข้ากลุ่มรายการแล้ว,บริการนี้ถูกเพิ่มเข้ากลุ่มรายการแล้ว,,3,1,2,0
Service invalid!\n(Timeout reading PMT),บริการนี้ไม่ถูกต้อง!\n(Timeout reading PMT),บริการนี้ไม่ถูกต้อง!\n(Timeout reading PMT),บริการนี้ไม่ถูกต้อง!\n(Timeout reading PMT),บริการนี้ไม่ถูกต้อง!\n(Timeout reading PMT),4,1,3,0
Service not found!\n(SID not found in PAT),ไม่พบบริการใดๆ !\n(ไม่พบ SID ใน PAT),ไม่พบบริการใดๆ !\n(ไม่พบ SID ใน PAT),ไม่พบบริการใดๆ !\n(ไม่พบ SID ใน PAT),ไม่พบบริการใดๆ !\n(ไม่พบ SID ใน PAT),4,1,3,0
Service scan,ค้นหาบริการ,ค้นหาบริการ,ค้นหาบริการ,ค้นหาบริการ,4,1,3,0
Service unavailable!\nCheck tuner configuration!,ไม่พบบริการนี้!\nกรุณาตรวจสอบการตั้งค่า Tuner,ไม่พบบริการนี้!\nกรุณาตรวจสอบการตั้งค่า Tuner,ไม่พบบริการนี้!\nกรุณาตรวจสอบการตั้งค่า Tuner,ไม่พบบริการนี้!\nกรุณาตรวจสอบการตั้งค่า Tuner,4,1,3,0
Services,บริการต่างๆ,บริการต่างๆ,บริการต่างๆ,บริการต่างๆ,4,1,3,0
Set interface as default Interface,,ตั้งให้อินเตอร์เฟซนี้เป็นค่าเริ่มต้น,ตั้งให้อินเตอร์เฟซนี้เป็นค่าเริ่มต้น,,2,1,1,0
Settings,การตั้งค่า,การตั้งค่า,การตั้งค่า,การตั้งค่า,4,1,3,0
Setup,ตั้งค่า,ตั้งค่า,ตั้งค่า,ตั้งค่า,4,1,3,0
Sharpness,ความคม,ความคม,ความคม,ความคม,4,1,3,0
Show alternatives,,,แสดงทางเลือกอื่น,,1,1,0,0
Show infobar on channel change,แสดงแถบรายการเมื่อเปลี่ยนช่อง,แสดงแถบรายการเมื่อเปลี่ยนช่อง,แสดงแถบรายการเมื่อเปลี่ยนช่อง,แสดงแถบรายการเมื่อเปลี่ยนช่อง,4,1,3,0
Show infobar on event change,แสดงแถบรายการเมื่อมีการเปลี่ยนรายการ,แสดงแถบรายการเมื่อมีการเปลี่ยนรายการ,แสดงแถบรายการเมื่อมีการเปลี่ยนรายการ,แสดงแถบรายการเมื่อมีการเปลี่ยนรายการ,4,1,3,0
Show infobar on skip forward/backward,แสดงแถบรายการเมื่อเลือกเดินหน้า/ถอยหลัง,แสดงแถบรายการเมื่อเลือกเดินหน้า/ถอยหลัง,แสดงแถบรายการเมื่อเลือกเดินหน้า/ถอยหลัง,แสดงแถบรายการเมื่อเลือกเดินหน้า/ถอยหลัง,4,1,3,0
Show positioner movement,แสดงตำแหน่งตัวขับจาน,แสดงตำแหน่งตัวขับจาน,แสดงตำแหน่งตัวขับจาน,แสดงตำแหน่งตัวขับจาน,4,1,3,0
Show the radio player...,แสดงเครื่องเล่นวิทยุ...,แสดงเครื่องเล่นวิทยุ...,แสดงเครื่องเล่นวิทยุ...,แสดงเครื่องเล่นวิทยุ...,4,1,3,0
Show the tv player...,แสดงเครื่องเล่นโทรทัศน์...,แสดงเครื่องเล่นโทรทัศน์...,แสดงเครื่องเล่นโทรทัศน์...,แสดงเครื่องเล่นโทรทัศน์...,4,1,3,0
Show transponder info,,,แสดงข้อมูล Transponder,,1,1,0,0
Shows the state of your wireless LAN connection.\n,แสดงสถานะการเชื่อมต่อเครือข่ายไร้สาย\n,แสดงสถานะการเชื่อมต่อเครือข่ายไร้สาย\n,แสดงสถานะการเชื่อมต่อเครือข่ายไร้สาย\n,แสดงสถานะการเชื่อมต่อเครือข่ายไร้สาย\n,4,1,3,0
Signal: ,สัญญาณ:,สัญญาณ:,สัญญาณ:,สัญญาณ:,4,1,3,0
Similar,เหมือน,เหมือน,เหมือน,เหมือน,4,1,3,0
Similar broadcasts:,ออกอากาศซ้ำ:,ออกอากาศซ้ำ:,ออกอากาศซ้ำ:,ออกอากาศซ้ำ:,4,1,3,0
Simple,แบบง่าย,แบบง่าย,แบบง่าย,แบบง่าย,4,1,3,0
Simple titleset (compatibility for legacy players),ใช้ชื่อเรื่องแบบง่าย (ใช้ได้กับเครื่องเล่นรุ่นเก่า),ใช้ชื่อเรื่องแบบง่าย (ใช้ได้กับเครื่องเล่นรุ่นเก่า),ใช้ชื่อเรื่องแบบง่าย (ใช้ได้กับเครื่องเล่นรุ่นเก่า),ใช้ชื่อเรื่องแบบง่าย (ใช้ได้กับเครื่องเล่นรุ่นเก่า),4,1,3,0
Single,เดี่ยว,เดี่ยว,เดี่ยว,เดี่ยว,4,1,3,0
Single EPG,ผังรายการเดี่ยว,ผังรายการเดี่ยว,ผังรายการเดี่ยว,ผังรายการเดี่ยว,4,1,3,0
Single satellite,ดาวเทียวเดียว,ดาวเทียวเดียว,ดาวเทียวเดียว,ดาวเทียวเดียว,4,1,3,0
Skins,สกิน,สกิน,สกิน,สกิน,4,1,3,0
Slot %d,ช่อง %d,ช่อง %d,ช่อง %d,ช่อง %d,4,1,3,0
Slovenian,ภาษาสโลเวเนี่ยน,ภาษาสโลเวเนี่ยน,ภาษาสโลเวเนี่ยน,ภาษาสโลเวเนี่ยน,4,1,3,0
Slow,ช้า,ช้า,ช้า,ช้า,4,1,3,0
Software,ซอพท์แวร์,ซอพท์แวร์,ซอพท์แวร์,ซอพท์แวร์,4,1,3,0
Software update,ปรับปรุงซอพท์แวร์,ปรับปรุงซอพท์แวร์,ปรับปรุงซอพท์แวร์,ปรับปรุงซอพท์แวร์,4,1,3,0
Some plugins are not available:\n,Plugin บางตัวยังไม่สามารถใช้งานได้:\n,Plugin บางตัวยังไม่สามารถใช้งานได้:\n,Plugin บางตัวยังไม่สามารถใช้งานได้:\n,Plugin บางตัวยังไม่สามารถใช้งานได้:\n,4,1,3,0
Sort A-Z,,,เรียง A-Z,,1,1,0,0
Sound,เสียง,เสียง,เสียง,เสียง,4,1,3,0
South,ทิศใต้,ทิศใต้,ทิศใต้,ทิศใต้,4,1,3,0
Spanish,ภาษาสเปน,ภาษาสเปน,ภาษาสเปน,ภาษาสเปน,4,1,3,0
Split preview mode,แยกโหมดตัวอย่าง,แยกโหมดตัวอย่าง,แยกโหมดตัวอย่าง,แยกโหมดตัวอย่าง,4,1,3,0
Standby,,'','','',3,0,0,3
Start directory,,,โฟล์เดอร์เริ่มต้น,,1,1,0,0
Start from the beginning,เริ่มตั้งแต่ต้น,เริ่มตั้งแต่ต้น,เริ่มตั้งแต่ต้น,เริ่มตั้งแต่ต้น,4,1,3,0
Start recording?,,,เริ่มบันทึก?,,1,1,0,0
Start test,เริ่มทดสอบ,เริ่มทดสอบ,เริ่มทดสอบ,เริ่มทดสอบ,4,1,3,0
Starting on,เริ่มตอน,เริ่มตอน,เริ่มตอน,เริ่มตอน,4,1,3,0
Step east,ไปทางทิศตะวันออก,ไปทางทิศตะวันออก,ไปทางทิศตะวันออก,ไปทางทิศตะวันออก,4,1,3,0
Step west,ไปทางทิศตะวันตก,ไปทางทิศตะวันตก,ไปทางทิศตะวันตก,ไปทางทิศตะวันตก,4,1,3,0
Stop,หยุด,หยุด,หยุด,หยุด,4,1,3,0
Stop current event and disable coming events,หยุดรายการปัจจุบัน และไม่ให้รายการต่อไปทำงาน,หยุดรายการปัจจุบัน และไม่ให้รายการต่อไปทำงาน,หยุดรายการปัจจุบัน และไม่ให้รายการต่อไปทำงาน,,3,1,2,0
Stop current event but not coming events,หยุดรายการปัจจุบัน แต่ไม่หยุดกับรายการต่อไป,หยุดรายการปัจจุบัน แต่ไม่หยุดกับรายการต่อไป,หยุดรายการปัจจุบัน แต่ไม่หยุดกับรายการต่อไป,,3,1,2,0
Stop playing this movie?,หยุดเล่นภาพยนต์นี้หรือไม่?,หยุดเล่นภาพยนต์นี้หรือไม่?,หยุดเล่นภาพยนต์นี้หรือไม่?,หยุดเล่นภาพยนต์นี้หรือไม่?,4,1,3,0
Stop test,หยุดทดสอบ,หยุดทดสอบ,หยุดทดสอบ,หยุดทดสอบ,4,1,3,0
Stop testing plane after # failed transponders,หยุดทดสอบแนวเมื่อมี # ทรานสปอนเดอร์ ไม่ผ่านการทดสอบ,หยุดทดสอบแนวเมื่อมี # ทรานสปอนเดอร์ ไม่ผ่านการทดสอบ,หยุดทดสอบแนวเมื่อมี # ทรานสปอนเดอร์ ไม่ผ่านการทดสอบ,หยุดทดสอบแนวเมื่อมี # ทรานสปอนเดอร์ ไม่ผ่านการทดสอบ,4,1,3,0
Stop testing plane after # successful transponders,หยุดการตรวจสอบแนวเมื่อพบ # ทรานสปอนเดอร์,หยุดการตรวจสอบแนวเมื่อพบ # ทรานสปอนเดอร์,หยุดการตรวจสอบแนวเมื่อพบ # ทรานสปอนเดอร์,หยุดการตรวจสอบแนวเมื่อพบ # ทรานสปอนเดอร์,4,1,3,0
Store position,บันทึกตำแหน่ง,บันทึกตำแหน่ง,บันทึกตำแหน่ง,บันทึกตำแหน่ง,4,1,3,0
Stored position,บันทึกตำแหน่งแล้ว,บันทึกตำแหน่งแล้ว,บันทึกตำแหน่งแล้ว,บันทึกตำแหน่งแล้ว,4,1,3,0
Subservice list...,,,บริการย่อย...,,1,1,0,0
Subservices,บริการย่อย,บริการย่อย,บริการย่อย,บริการย่อย,4,1,3,0
Subtitle selection,เลือกซับไตเติ้ล,เลือกซับไตเติ้ล,เลือกซับไตเติ้ล,เลือกซับไตเติ้ล,4,1,3,0
Subtitles,ซับไตเติ้ล,ซับไตเติ้ล,ซับไตเติ้ล,ซับไตเติ้ล,4,1,3,0
Sun,อา.,อา.,อา.,อา.,4,1,3,0
Sunday,วันอาทิตย์,วันอาทิตย์,วันอาทิตย์,วันอาทิตย์,4,1,3,0
Swedish,ภาษาสวีเดน,ภาษาสวีเดน,ภาษาสวีเดน,ภาษาสวีเดน,4,1,3,0
Switch to bookmarks,,,เข้าสู่บุ๊คมาร์ค,,1,1,0,0
System,ระบบ,ระบบ,ระบบ,ระบบ,4,1,3,0
TRANSLATOR_INFO,,'','','',3,0,0,3
TS file is too large for ISO9660 level 1!,ชื่อไฟล์ TS ยาวเกินไปสำหรับ ISO9660 level 1!,ชื่อไฟล์ TS ยาวเกินไปสำหรับ ISO9660 level 1!,ชื่อไฟล์ TS ยาวเกินไปสำหรับ ISO9660 level 1!,ชื่อไฟล์ TS ยาวเกินไปสำหรับ ISO9660 level 1!,4,1,3,0
Tags,ป้าย,ป้าย,ป้าย,ป้าย,4,1,3,0
Terrestrial,ภาคพื้นดิน,ภาคพื้นดิน,ภาคพื้นดิน,ภาคพื้นดิน,4,1,3,0
Test DiSEqC settings,ทดสอบการตั้งค่า DiSEqC,ทดสอบการตั้งค่า DiSEqC,ทดสอบการตั้งค่า DiSEqC,ทดสอบการตั้งค่า DiSEqC,4,1,3,0
Test mode,โหมดทดสอบ,โหมดทดสอบ,โหมดทดสอบ,โหมดทดสอบ,4,1,3,0
Thank you for using the wizard.\nPlease press OK to continue.,ขอบคุณที่ท่านใช้บริการตัวช่วยติดตั้ง\nกรุณากดปุ่ม OK เพื่อทำงานต่อ,ขอบคุณที่ท่านใช้บริการตัวช่วยติดตั้ง\nกรุณากดปุ่ม OK เพื่อทำงานต่อ,ขอบคุณที่ท่านใช้บริการตัวช่วยติดตั้ง\nกรุณากดปุ่ม OK เพื่อทำงานต่อ,ขอบคุณที่ท่านใช้บริการตัวช่วยติดตั้ง\nกรุณากดปุ่ม OK เพื่อทำงานต่อ,4,1,3,0
The following files were found...,พบไฟล์เหล่านี้...,พบไฟล์เหล่านี้...,พบไฟล์เหล่านี้...,พบไฟล์เหล่านี้...,4,1,3,0
The path %s already exists.,พาธ %s นี้มีแล้วในระบบ,พาธ %s นี้มีแล้วในระบบ,พาธ %s นี้มีแล้วในระบบ,พาธ %s นี้มีแล้วในระบบ,4,1,3,0
The pin code you entered is wrong.,รหัสที่ป้อนผิด,รหัสที่ป้อนผิด,รหัสที่ป้อนผิด,รหัสที่ป้อนผิด,4,1,3,0
The sleep timer has been activated.,,,เวลาปิดเครื่องเริ่มทำงานแล้ว,,1,1,0,0
The sleep timer has been disabled.,,,เวลาปิดเครื่องถูกยกเลิกแล้ว,,1,1,0,0
The timer file (timers.xml) is corrupt and could not be loaded.,ไฟล์ข้อมูลการตารางเวลา (timers.xml) เสียหาย ไม่โหลดได้,ไฟล์ข้อมูลการตารางเวลา (timers.xml) เสียหาย ไม่โหลดได้,ไฟล์ข้อมูลการตารางเวลา (timers.xml) เสียหาย ไม่โหลดได้,ไฟล์ข้อมูลการตารางเวลา (timers.xml) เสียหาย ไม่โหลดได้,4,1,3,0
The wireless LAN plugin is not installed!\nPlease install it and choose what you want to do next.,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย\nกรุณาติดตั้งก่อน ทั้งนี้กรุณาเลือกว่า ท่านจะทำอะไรต่อไป,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย\nกรุณาติดตั้งก่อน ทั้งนี้กรุณาเลือกว่า ท่านจะทำอะไรต่อไป,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย\nกรุณาติดตั้งก่อน ทั้งนี้กรุณาเลือกว่า ท่านจะทำอะไรต่อไป,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย\nกรุณาติดตั้งก่อน ทั้งนี้กรุณาเลือกว่า ท่านจะทำอะไรต่อไป,4,1,3,0
The wireless LAN plugin is not installed!\nPlease install it.,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย กรุณาติดตั้งก่อน,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย กรุณาติดตั้งก่อน,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย กรุณาติดตั้งก่อน,ยังไม่ได้ติดตั้งปลั๊กอินสำหรับเครือข่ายไร้สาย กรุณาติดตั้งก่อน,4,1,3,0
There are at least ,อย่างน้อยต้องมี,อย่างน้อยต้องมี,อย่างน้อยต้องมี,อย่างน้อยต้องมี,4,1,3,0
There might not be enough Space on the selected Partition.\nDo you really want to continue?,,,เนื้อที่บนพาร์ทิชั่นที่เลือกไม่พอ\nต้องการทำต่อหรือไม่?,,1,1,0,0
This DVD RW medium is already formatted - reformatting will erase all content on the disc.,แผ่น DVD-RW นี้ได้รับการฟอร์แมทมาแล้ว หากทำซ้ำจะเป็นการลบข้อมูลออกทั้งหมด,แผ่น DVD-RW นี้ได้รับการฟอร์แมทมาแล้ว หากทำซ้ำจะเป็นการลบข้อมูลออกทั้งหมด,แผ่น DVD-RW นี้ได้รับการฟอร์แมทมาแล้ว หากทำซ้ำจะเป็นการลบข้อมูลออกทั้งหมด,แผ่น DVD-RW นี้ได้รับการฟอร์แมทมาแล้ว หากทำซ้ำจะเป็นการลบข้อมูลออกทั้งหมด,4,1,3,0
This plugin is installed.,ปลั๊กอินตัวนี้ได้ติดตั้งแล้ว,ปลั๊กอินตัวนี้ได้ติดตั้งแล้ว,ปลั๊กอินตัวนี้ได้ติดตั้งแล้ว,ปลั๊กอินตัวนี้ได้ติดตั้งแล้ว,4,1,3,0
This plugin is not installed.,ปลั๊กอินตัวนี้ยังไม่ได้ติดตั้ง,ปลั๊กอินตัวนี้ยังไม่ได้ติดตั้ง,ปลั๊กอินตัวนี้ยังไม่ได้ติดตั้ง,ปลั๊กอินตัวนี้ยังไม่ได้ติดตั้ง,4,1,3,0
This plugin will be installed.,ปลั๊กอินตัวนี้จะถูกติดตั้ง,ปลั๊กอินตัวนี้จะถูกติดตั้ง,ปลั๊กอินตัวนี้จะถูกติดตั้ง,ปลั๊กอินตัวนี้จะถูกติดตั้ง,4,1,3,0
This plugin will be removed.,ปลั๊กอินตัวนี้จะถูกลบออก,ปลั๊กอินตัวนี้จะถูกลบออก,ปลั๊กอินตัวนี้จะถูกลบออก,ปลั๊กอินตัวนี้จะถูกลบออก,4,1,3,0
Three,สาม,สาม,สาม,สาม,4,1,3,0
Threshold,ระดับ,ระดับ,ระดับ,ระดับ,4,1,3,0
Thu,พฤ.,พฤ.,พฤ.,พฤ.,4,1,3,0
Thumbnails,ภาพเล็ก,ภาพเล็ก,ภาพเล็ก,ภาพเล็ก,4,1,3,0
Thursday,วันพฤหัสบดี,วันพฤหัสบดี,วันพฤหัสบดี,วันพฤหัสบดี,4,1,3,0
Time,เวลา,เวลา,เวลา,เวลา,4,1,3,0
Timer,,,ตั้งเวลา,,1,1,0,0
Timer entry,ตั้งเวลา,ตั้งเวลา,ตั้งเวลา,,3,1,2,0
Timer log,ข้อมูลการตั้งเวลา,ข้อมูลการตั้งเวลา,ข้อมูลการตั้งเวลา,,3,1,2,0
Timer overlap in timers.xml detected!\nPlease recheck it!,พบเวลาที่ตั้งในไฟล์ timers.xml ซ้อนกัน !\nกรุณาตรวจสอบ!,พบเวลาที่ตั้งในไฟล์ timers.xml ซ้อนกัน !\nกรุณาตรวจสอบ!,พบเวลาที่ตั้งในไฟล์ timers.xml ซ้อนกัน !\nกรุณาตรวจสอบ!,พบเวลาที่ตั้งในไฟล์ timers.xml ซ้อนกัน !\nกรุณาตรวจสอบ!,4,1,3,0
Timer sanity error,การตั้งเวลามีปัญหา,การตั้งเวลามีปัญหา,การตั้งเวลามีปัญหา,,3,1,2,0
Timer selection,เลือกการตั้งเวลา,เลือกการตั้งเวลา,เลือกการตั้งเวลา,เลือกการตั้งเวลา,4,1,3,0
Timeshift,ควบคุมรายการสด,ควบคุมรายการสด,ควบคุมรายการสด,ควบคุมรายการสด,4,1,3,0
Timeshift not possible!,ไม่สามารถใช้งานควบคุมรายการสดได้!,ไม่สามารถใช้งานควบคุมรายการสดได้!,ไม่สามารถใช้งานควบคุมรายการสดได้!,ไม่สามารถใช้งานควบคุมรายการสดได้!,4,1,3,0
Timezone,,เส้นแบ่งเวลา,เส้นแบ่งเวลา,,2,1,1,0
Title,ชื่อเรื่อง,ชื่อเรื่อง,ชื่อเรื่อง,ชื่อเรื่อง,4,1,3,0
Title properties,คุณลักษณะของเรื่อง,คุณลักษณะของเรื่อง,คุณลักษณะของเรื่อง,คุณลักษณะของเรื่อง,4,1,3,0
Titleset mode,โหมดตั้งชื่อเรื่อง,โหมดตั้งชื่อเรื่อง,โหมดตั้งชื่อเรื่อง,โหมดตั้งชื่อเรื่อง,4,1,3,0
Today,วันนี้,วันนี้,วันนี้,วันนี้,4,1,3,0
Tone mode,,'','','',3,0,0,3
Toneburst,,'','','',3,0,0,3
Toneburst A/B,,'','','',3,0,0,3
Track,ร่องเสียง,ร่องเสียง,ร่องเสียง,ร่องเสียง,4,1,3,0
Translation,,,การแปล,,1,1,0,0
Translation:,,,การแปล:,,1,1,0,0
Transmission mode,โหมดการถ่ายทอด,โหมดการถ่ายทอด,โหมดการถ่ายทอด,โหมดการถ่ายทอด,4,1,3,0
Transponder,ทรานสปอนเดอร์,ทรานสปอนเดอร์,ทรานสปอนเดอร์,ทรานสปอนเดอร์,4,1,3,0
Tries left:,เหลืออยู่:,เหลืออยู่:,เหลืออยู่:,เหลืออยู่:,4,1,3,0
Try to find used transponders in cable network.. please wait...,กำลังค้นหาทรานสปอนเดอร์ในเน็ทเวอร์ก กรุณารอสักครู่,กำลังค้นหาทรานสปอนเดอร์ในเน็ทเวอร์ก กรุณารอสักครู่,กำลังค้นหาทรานสปอนเดอร์ในเน็ทเวอร์ก กรุณารอสักครู่,กำลังค้นหาทรานสปอนเดอร์ในเน็ทเวอร์ก กรุณารอสักครู่,4,1,3,0
Trying to download a new packetlist. Please wait...,กำลังดาวน์โหลดข้อมูลติดตั้งใหม่ กรุณารอสักครู่...,กำลังดาวน์โหลดข้อมูลติดตั้งใหม่ กรุณารอสักครู่...,กำลังดาวน์โหลดข้อมูลติดตั้งใหม่ กรุณารอสักครู่...,กำลังดาวน์โหลดข้อมูลติดตั้งใหม่ กรุณารอสักครู่...,4,1,3,0
Tue,อัง.,อัง.,อัง.,อัง.,4,1,3,0
Tuesday,วันอังคาร,วันอังคาร,วันอังคาร,วันอังคาร,4,1,3,0
Tune,ปรับค่า,ปรับค่า,ปรับค่า,ปรับค่า,4,1,3,0
Tune failed!,ปรับค่าล้มเหลว!,ปรับค่าล้มเหลว!,ปรับค่าล้มเหลว!,ปรับค่าล้มเหลว!,4,1,3,0
Tuner,,'','','',3,0,0,3
Tuner configuration,ตั้งค่า Tuner,ตั้งค่า Tuner,ตั้งค่า Tuner,,3,1,2,0
Turkish,ภาษาตูรกี,ภาษาตูรกี,ภาษาตูรกี,ภาษาตูรกี,4,1,3,0
Two,สอง,สอง,สอง,สอง,4,1,3,0
Type,ประเภท,ประเภท,ประเภท,ประเภท,4,1,3,0
Type of scan,ประเภทการค้นหา,ประเภทการค้นหา,ประเภทการค้นหา,ประเภทการค้นหา,4,1,3,0
USALS,,'','','',3,0,0,3
Universal LNB,,'','','',3,0,0,3
Unsupported,ไม่รองรับ,ไม่รองรับ,ไม่รองรับ,ไม่รองรับ,4,1,3,0
Update,ปรุบปรุง,ปรุบปรุง,ปรุบปรุง,ปรุบปรุง,4,1,3,0
Updating,,,กำลังอัพเกรด,,1,1,0,0
Use,ใช้,ใช้,ใช้,ใช้,4,1,3,0
Use DHCP,เลือกใช้ DHCP,เลือกใช้ DHCP,เลือกใช้ DHCP,เลือกใช้ DHCP,4,1,3,0
Use a gateway,ใช้ Gateway,ใช้ Gateway,ใช้ Gateway,ใช้ Gateway,4,1,3,0
Use power measurement,ใช้ power measurement,ใช้ power measurement,ใช้ power measurement,ใช้ power measurement,4,1,3,0
"Use the up/down keys on your remote control to select an option. After that, press OK.",ใช้ปุ่มขึ้นหรือลงบนรีโมทเพื่อเลือก จากนั้นกดปุ่ม OK,ใช้ปุ่มขึ้นหรือลงบนรีโมทเพื่อเลือก จากนั้นกดปุ่ม OK,ใช้ปุ่มขึ้นหรือลงบนรีโมทเพื่อเลือก จากนั้นกดปุ่ม OK,ใช้ปุ่มขึ้นหรือลงบนรีโมทเพื่อเลือก จากนั้นกดปุ่ม OK,4,1,3,0
Use this video enhancement settings?,ยอมรับการตั้งค่านี้?,ยอมรับการตั้งค่านี้?,ยอมรับการตั้งค่านี้?,ยอมรับการตั้งค่านี้?,4,1,3,0
Used service scan type,ประเภทของการค้นหา,ประเภทของการค้นหา,ประเภทของการค้นหา,ประเภทของการค้นหา,4,1,3,0
User defined,ผู้ใช้กำหนด,ผู้ใช้กำหนด,ผู้ใช้กำหนด,ผู้ใช้กำหนด,4,1,3,0
VCR scart,,'','','',3,0,0,3
VMGM (intro trailer),,'','','',3,0,0,3
Vertical,แนวตั้ง (V),แนวตั้ง (V),แนวตั้ง (V),แนวตั้ง (V),4,1,3,0
Video enhancement preview,แสดงตัวอย่างวิดีโอ,แสดงตัวอย่างวิดีโอ,แสดงตัวอย่างวิดีโอ,แสดงตัวอย่างวิดีโอ,4,1,3,0
Video enhancement settings,,,ตั้งค่าวิดีโอขั้นสูง,,1,1,0,0
Video enhancement setup,ตั้งค่าวิดีโอชั้นสูง,ตั้งค่าวิดีโอชั้นสูง,ตั้งค่าวิดีโอชั้นสูง,ตั้งค่าวิดีโอชั้นสูง,4,1,3,0
Video mode selection.,เลือกโหมดวีดีโอ,เลือกโหมดวีดีโอ,เลือกโหมดวีดีโอ,เลือกโหมดวีดีโอ,4,1,3,0
View Rass interactive...,แสดง RASS แบบ Interactive,แสดง RASS แบบ Interactive,แสดง RASS แบบ Interactive,แสดง RASS แบบ Interactive,4,1,3,0
View details,แสดงรายละเอียด,แสดงรายละเอียด,แสดงรายละเอียด,แสดงรายละเอียด,4,1,3,0
View list of available ,แสดงรายการที่ใช้ได้,แสดงรายการที่ใช้ได้,แสดงรายการที่ใช้ได้,แสดงรายการที่ใช้ได้,4,1,3,0
View list of available CommonInterface extensions,แสดงรายการส่วนเพิ่มเติมสำหรับอินเตอร์เฟซพื้นฐาน,แสดงรายการส่วนเพิ่มเติมสำหรับอินเตอร์เฟซพื้นฐาน,แสดงรายการส่วนเพิ่มเติมสำหรับอินเตอร์เฟซพื้นฐาน,แสดงรายการส่วนเพิ่มเติมสำหรับอินเตอร์เฟซพื้นฐาน,4,1,3,0
View list of available EPG extensions.,แสดงผังรายการเพิ่มเติม,แสดงผังรายการเพิ่มเติม,แสดงผังรายการเพิ่มเติม,แสดงผังรายการเพิ่มเติม,4,1,3,0
View list of available communication extensions.,แสดงรายการส่วนเพิ่มเติมสำหรับการสื่อสาร,แสดงรายการส่วนเพิ่มเติมสำหรับการสื่อสาร,แสดงรายการส่วนเพิ่มเติมสำหรับการสื่อสาร,แสดงรายการส่วนเพิ่มเติมสำหรับการสื่อสาร,4,1,3,0
View list of available default settings,แสดงการตั้งค่าเริ่มต้นที่ใช้ได้,แสดงการตั้งค่าเริ่มต้นที่ใช้ได้,แสดงการตั้งค่าเริ่มต้นที่ใช้ได้,แสดงการตั้งค่าเริ่มต้นที่ใช้ได้,4,1,3,0
