msgid,openatv,openhdf,openpli,openvix,APPEARANCES,UNIQUES,DUPLICATES,EMPTIES
Select video mode,Kies fideo moadus,Kies fideo moadus,Kies fideo moadus,Kies fideo moadus,4,1,3,0
Send DiSEqC,Stjoer DiSEqC,Stjoer DiSEqC,Stjoer DiSEqC,Stjoer DiSEqC,4,1,3,0
Send DiSEqC only on satellite change,Stjoer DiSEqC alline by feroarjen fan satellyt,Stjoer DiSEqC alline by feroarjen fan satellyt,Stjoer DiSEqC alline by feroarjen fan satellyt,Stjoer DiSEqC alline by feroarjen fan satellyt,4,1,3,0
Separate titles with a main menu,,,Aparte triemen mei in haad menu,,1,1,0,0
Sequence repeat,folch oarde herhelling,folch oarde herhelling,folch oarde herhelling,folch oarde herhelling,4,1,3,0
Service,Kanaal ynfo,Kanaal ynfo,Kanaal ynfo,Kanaal ynfo,4,1,3,0
Service has been added to the favourites.,Kanaal is tafoege oan favorieten.,Kanaal is tafoege oan favorieten.,Kanaal is tafoege oan favorieten.,,3,1,2,0
Service has been added to the selected bouquet.,Kanaal is tafoege oan selektearre bouquet.,Kanaal is tafoege oan selektearre bouquet.,Kanaal is tafoege oan selektearre bouquet.,,3,1,2,0
Service invalid!\n(Timeout reading PMT),Kanaal net jildig!\n(Tiidsoerskriding lêzen fan PMT),Kanaal net jildig!\n(Tiidsoerskriding lêzen fan PMT),Kanaal net jildig!\n(Tiidsoerskriding lêzen fan PMT),Kanaal net jildig!\n(Tiidsoerskriding lêzen fan PMT),4,1,3,0
Service not found!\n(SID not found in PAT),Service net fûn!\n(SID net fûn yn PAT),Service net fûn!\n(SID net fûn yn PAT),Service net fûn!\n(SID net fûn yn PAT),Service net fûn!\n(SID net fûn yn PAT),4,1,3,0
Service scan,Kanaal sykje,Kanaal sykje,Kanaal sykje,Kanaal sykje,4,1,3,0
Service unavailable!\nCheck tuner configuration!,Kanaal net beskikber!<br> Sjoch tuner ynstellingen nei.,Kanaal net beskikber!<br> Sjoch tuner ynstellingen nei.,Kanaal net beskikber!<br> Sjoch tuner ynstellingen nei.,Kanaal net beskikber!<br> Sjoch tuner ynstellingen nei.,4,1,3,0
Services,Kanalen,Kanalen,Kanalen,Kanalen,4,1,3,0
Set interface as default Interface,,Set ynterface as standerd ynterface,Set ynterface as standerd ynterface,,2,1,1,0
Settings,Ynstellingen,Ynstellingen,Ynstellingen,Ynstellingen,4,1,3,0
Setup,Ynstelle,Ynstelle,Ynstelle,Ynstelle,4,1,3,0
Show alternatives,,,Alternatieven sjen litte,,1,1,0,0
Show infobar on channel change,Ynfobalke sjen litte by kanaal wiksel,Ynfobalke sjen litte by kanaal wiksel,Ynfobalke sjen litte by kanaal wiksel,Ynfobalke sjen litte by kanaal wiksel,4,1,3,0
Show infobar on event change,Ynfobalke sjen litte by barren wiksel,Ynfobalke sjen litte by barren wiksel,Ynfobalke sjen litte by barren wiksel,Ynfobalke sjen litte by barren wiksel,4,1,3,0
Show infobar on skip forward/backward,Ynfobalke sjen by rap foarút / efterút,Ynfobalke sjen by rap foarút / efterút,Ynfobalke sjen by rap foarút / efterút,Ynfobalke sjen by rap foarút / efterút,4,1,3,0
Show positioner movement,Rotor beweching sjen litte,Rotor beweching sjen litte,Rotor beweching sjen litte,Rotor beweching sjen litte,4,1,3,0
Show the radio player...,Radio spieler sjen litte...,Radio spieler sjen litte...,Radio spieler sjen litte...,Radio spieler sjen litte...,4,1,3,0
Show the tv player...,TV Spieler sjen litte...,TV Spieler sjen litte...,TV Spieler sjen litte...,TV Spieler sjen litte...,4,1,3,0
Show transponder info,,,Transponder ynfo sjen litte,,1,1,0,0
Shows the state of your wireless LAN connection.\n,Status fan WLAN sjen litte.\n,Status fan WLAN sjen litte.\n,Status fan WLAN sjen litte.\n,Status fan WLAN sjen litte.\n,4,1,3,0
Similar,Gelykese,Gelykese,Gelykese,Gelykese,4,1,3,0
Similar broadcasts:,Gelykese utsjoeringen,Gelykese utsjoeringen,Gelykese utsjoeringen,Gelykese utsjoeringen,4,1,3,0
Simple,Simpel,Simpel,Simpel,Simpel,4,1,3,0
Simple titleset (compatibility for legacy players),Simpele titelset (ek geskikt foar standaard spielers),Simpele titelset (ek geskikt foar standaard spielers),Simpele titelset (ek geskikt foar standaard spielers),Simpele titelset (ek geskikt foar standaard spielers),4,1,3,0
Single,Inkel,Inkel,Inkel,Inkel,4,1,3,0
Single EPG,Inkele EPG,Inkele EPG,Inkele EPG,Inkele EPG,4,1,3,0
Single satellite,Ien satellyt,Ien satellyt,Ien satellyt,Ien satellyt,4,1,3,0
Slot %d,,'','','',3,0,0,3
Slow,Langsaam,Langsaam,Langsaam,Langsaam,4,1,3,0
Some plugins are not available:\n,Inkele ynstekkers binne net anwêzig:\n,Inkele ynstekkers binne net anwêzig:\n,Inkele ynstekkers binne net anwêzig:\n,Inkele ynstekkers binne net anwêzig:\n,4,1,3,0
Sort A-Z,,,Sorteer op A-Z,,1,1,0,0
Sound,Lûd,Lûd,Lûd,Lûd,4,1,3,0
South,Sud,Sud,Sud,Sud,4,1,3,0
Spanish,Spaans,Spaans,Spaans,Spaans,4,1,3,0
Standby,Paraatmode,Paraatmode,Paraatmode,Paraatmode,4,1,3,0
Start directory,,,Start map,,1,1,0,0
Start from the beginning,Start fanôf it begjin,Start fanôf it begjin,Start fanôf it begjin,Start fanôf it begjin,4,1,3,0
Start recording?,,,Start opnimmen?,,1,1,0,0
Start test,,'','','',3,0,0,3
Starting on,Starte op,Starte op,Starte op,Starte op,4,1,3,0
Step east,Stap nei east,Stap nei east,Stap nei east,Stap nei east,4,1,3,0
Step west,Stap nei west,Stap nei west,Stap nei west,Stap nei west,4,1,3,0
Stop,,'','','',3,0,0,3
Stop current event and disable coming events,Stopje hjoeddeiske en ankommend barren,Stopje hjoeddeiske en ankommend barren,Stopje hjoeddeiske en ankommend barren,,3,1,2,0
Stop current event but not coming events,Stopje hjoeddeiske mar net ankommend barren,Stopje hjoeddeiske mar net ankommend barren,Stopje hjoeddeiske mar net ankommend barren,,3,1,2,0
Stop playing this movie?,Stopje ôfspieljen fan dizze film?,Stopje ôfspieljen fan dizze film?,Stopje ôfspieljen fan dizze film?,Stopje ôfspieljen fan dizze film?,4,1,3,0
Stop test,,'','','',3,0,0,3
Store position,Posysje opslaan,Posysje opslaan,Posysje opslaan,Posysje opslaan,4,1,3,0
Stored position,Opsleine posysje,Opsleine posysje,Opsleine posysje,Opsleine posysje,4,1,3,0
Subservice list...,,,UnderSender lyst...,,1,1,0,0
Subservices,UnderSender,UnderSender,UnderSender,UnderSender,4,1,3,0
Subtitle selection,Undertitel seleksje,Undertitel seleksje,Undertitel seleksje,Undertitel seleksje,4,1,3,0
Subtitles,Undertitels,Undertitels,Undertitels,Undertitels,4,1,3,0
Sun,Sne,Sne,Sne,Sne,4,1,3,0
Sunday,Snein,Snein,Snein,Snein,4,1,3,0
Swedish,Zweeds,Zweeds,Zweeds,Zweeds,4,1,3,0
Switch to bookmarks,,,Skeakelje nei boekmerkers,,1,1,0,0
System,Systeem,Systeem,Systeem,Systeem,4,1,3,0
TRANSLATOR_INFO,Oersetter ynfo,Oersetter ynfo,Oersetter ynfo,Oersetter ynfo,4,1,3,0
TS file is too large for ISO9660 level 1!,TS triem is te grut foar ISO 9660 level 1!,TS triem is te grut foar ISO 9660 level 1!,TS triem is te grut foar ISO 9660 level 1!,TS triem is te grut foar ISO 9660 level 1!,4,1,3,0
Tags,Merkers,Merkers,Merkers,Merkers,4,1,3,0
Terrestrial,Ether,Ether,Ether,Ether,4,1,3,0
Test mode,Test moadus,Test moadus,Test moadus,Test moadus,4,1,3,0
The path %s already exists.,It paad %s bestiit al.,It paad %s bestiit al.,It paad %s bestiit al.,It paad %s bestiit al.,4,1,3,0
The pin code you entered is wrong.,De ynjûne pinkode is ferkeard.,De ynjûne pinkode is ferkeard.,De ynjûne pinkode is ferkeard.,De ynjûne pinkode is ferkeard.,4,1,3,0
The sleep timer has been activated.,,,De sliep tiid klok is aktiveert.,,1,1,0,0
The sleep timer has been disabled.,,,De sliep tiid klok is útskeakele,,1,1,0,0
The timer file (timers.xml) is corrupt and could not be loaded.,De tiidsbarrenlyst is korrupt en koe net laden wurde.,De tiidsbarrenlyst is korrupt en koe net laden wurde.,De tiidsbarrenlyst is korrupt en koe net laden wurde.,De tiidsbarrenlyst is korrupt en koe net laden wurde.,4,1,3,0
The wireless LAN plugin is not installed!\nPlease install it.,De WLAN ynstekker is net ynstallearre!\nYnstallearje dizze earst.,De WLAN ynstekker is net ynstallearre!\nYnstallearje dizze earst.,De WLAN ynstekker is net ynstallearre!\nYnstallearje dizze earst.,De WLAN ynstekker is net ynstallearre!\nYnstallearje dizze earst.,4,1,3,0
There might not be enough Space on the selected Partition.\nDo you really want to continue?,,,Blikber is der net genôch rûmte op de koazen partysje.\nWolle jo trochgean ?,,1,1,0,0
This DVD RW medium is already formatted - reformatting will erase all content on the disc.,Dit DVD RW medium is al formattearre. Wer opnei dwaan sil alle gegevens op disk wiskje.,Dit DVD RW medium is al formattearre. Wer opnei dwaan sil alle gegevens op disk wiskje.,Dit DVD RW medium is al formattearre. Wer opnei dwaan sil alle gegevens op disk wiskje.,Dit DVD RW medium is al formattearre. Wer opnei dwaan sil alle gegevens op disk wiskje.,4,1,3,0
Three,Trije,Trije,Trije,Trije,4,1,3,0
Threshold,Drompel,Drompel,Drompel,Drompel,4,1,3,0
Thu,Tong,Tong,Tong,Tong,4,1,3,0
Thumbnails,Tumkegrutte,Tumkegrutte,Tumkegrutte,Tumkegrutte,4,1,3,0
Thursday,Tongersdei,Tongersdei,Tongersdei,Tongersdei,4,1,3,0
Time,Tiid,Tiid,Tiid,Tiid,4,1,3,0
Timer,,,Tiidssjtoering,,1,1,0,0
Timer entry,Tiidsbarren item,Tiidsbarren item,Tiidsbarren item,,3,1,2,0
Timer log,Tiidsbarren log,Tiidsbarren log,Tiidsbarren log,,3,1,2,0
Timer overlap in timers.xml detected!\nPlease recheck it!,Tiidstjoerings conflicten fûn yn timers.xml\nGraach nei sjen en meitsje!,Tiidstjoerings conflicten fûn yn timers.xml\nGraach nei sjen en meitsje!,Tiidstjoerings conflicten fûn yn timers.xml\nGraach nei sjen en meitsje!,Tiidstjoerings conflicten fûn yn timers.xml\nGraach nei sjen en meitsje!,4,1,3,0
Timer sanity error,Tiidsbarren kontrole flater,Tiidsbarren kontrole flater,Tiidsbarren kontrole flater,,3,1,2,0
Timer selection,Tiidsbarren seleksje,Tiidsbarren seleksje,Tiidsbarren seleksje,Tiidsbarren seleksje,4,1,3,0
Timeshift,Tiidsskowen,Tiidsskowen,Tiidsskowen,Tiidsskowen,4,1,3,0
Timeshift not possible!,Tiidsskowen is net mooglik !,Tiidsskowen is net mooglik !,Tiidsskowen is net mooglik !,Tiidsskowen is net mooglik !,4,1,3,0
Timezone,,Tiidszone,Tiidszone,,2,1,1,0
Title,Titel,Titel,Titel,Titel,4,1,3,0
Title properties,Titel eigenskippen,Titel eigenskippen,Titel eigenskippen,Titel eigenskippen,4,1,3,0
Titleset mode,Titelset moadus,Titelset moadus,Titelset moadus,Titelset moadus,4,1,3,0
Today,Hjoed,Hjoed,Hjoed,Hjoed,4,1,3,0
Tone mode,Toan moadus,Toan moadus,Toan moadus,Toan moadus,4,1,3,0
Toneburst,Toan piek,Toan piek,Toan piek,Toan piek,4,1,3,0
Toneburst A/B,,'','','',3,0,0,3
Track,Nummer,Nummer,Nummer,Nummer,4,1,3,0
Translation,,,Oersetting,,1,1,0,0
Translation:,,,Oersetting:,,1,1,0,0
Transmission mode,Oerstjoeren type,Oerstjoeren type,Oerstjoeren type,Oerstjoeren type,4,1,3,0
Transponder,,'','','',3,0,0,3
Tries left:,Oantal kearen besykjen oer:,Oantal kearen besykjen oer:,Oantal kearen besykjen oer:,Oantal kearen besykjen oer:,4,1,3,0
Try to find used transponders in cable network.. please wait...,Besykje brûkte transponders te finen yn kabel netwurk.. ,Besykje brûkte transponders te finen yn kabel netwurk.. ,Besykje brûkte transponders te finen yn kabel netwurk.. ,Besykje brûkte transponders te finen yn kabel netwurk.. ,4,1,3,0
Tue,Tiis,Tiis,Tiis,Tiis,4,1,3,0
Tuesday,Tiisdei,Tiisdei,Tiisdei,Tiisdei,4,1,3,0
Tune,Ofstimme,Ofstimme,Ofstimme,Ofstimme,4,1,3,0
Tune failed!,Ofstimme mislearre !,Ofstimme mislearre !,Ofstimme mislearre !,Ofstimme mislearre !,4,1,3,0
Tuner,,'','','',3,0,0,3
Tuner configuration,Tuner ynstellingen,Tuner ynstellingen,Tuner ynstellingen,,3,1,2,0
Turkish,Turks,Turks,Turks,Turks,4,1,3,0
Two,Twa,Twa,Twa,Twa,4,1,3,0
Type of scan,Type fan sykjen,Type fan sykjen,Type fan sykjen,Type fan sykjen,4,1,3,0
USALS,,'','','',3,0,0,3
Universal LNB,Unifersele LNB,Unifersele LNB,Unifersele LNB,Unifersele LNB,4,1,3,0
Update,Bywurkje,Bywurkje,Bywurkje,Bywurkje,4,1,3,0
Updating,,,An it bywurkjen,,1,1,0,0
Use,Brûk,Brûk,Brûk,Brûk,4,1,3,0
Use DHCP,DHCP brûke,DHCP brûke,DHCP brûke,DHCP brûke,4,1,3,0
Use a gateway,In gateway brûke,In gateway brûke,In gateway brûke,In gateway brûke,4,1,3,0
Use power measurement,Fermogensmjitting brûke,Fermogensmjitting brûke,Fermogensmjitting brûke,Fermogensmjitting brûke,4,1,3,0
"Use the up/down keys on your remote control to select an option. After that, press OK.",Knoppen op en del brûke om in opsje te kiezen. Dêrnei druk Ok,Knoppen op en del brûke om in opsje te kiezen. Dêrnei druk Ok,Knoppen op en del brûke om in opsje te kiezen. Dêrnei druk Ok,Knoppen op en del brûke om in opsje te kiezen. Dêrnei druk Ok,4,1,3,0
Used service scan type,Brukte type kanaal sykjen,Brukte type kanaal sykjen,Brukte type kanaal sykjen,Brukte type kanaal sykjen,4,1,3,0
User defined,Gebruker ynstelling,Gebruker ynstelling,Gebruker ynstelling,Gebruker ynstelling,4,1,3,0
VCR scart,,'','','',3,0,0,3
VMGM (intro trailer),VMGM (yntro fan film),VMGM (yntro fan film),VMGM (yntro fan film),VMGM (yntro fan film),4,1,3,0
Video mode selection.,Fideo moadus seleksje,Fideo moadus seleksje,Fideo moadus seleksje,Fideo moadus seleksje,4,1,3,0
View Rass interactive...,Rass interaktief sjen litte,Rass interaktief sjen litte,Rass interaktief sjen litte,Rass interaktief sjen litte,4,1,3,0
View teletext...,tiletekst toane...,tiletekst toane...,tiletekst toane...,tiletekst toane...,4,1,3,0
Voltage mode,Spanning mode,Spanning mode,Spanning mode,Spanning mode,4,1,3,0
Volume,,,Lûdsterkte,,1,1,0,0
W,,'','','',3,0,0,3
WEP,,'','','',3,0,0,3
WPA,,'','','',3,0,0,3
WPA or WPA2,WPA of WPA2,WPA of WPA2,WPA of WPA2,WPA of WPA2,4,1,3,0
WPA2,,'','','',3,0,0,3
WSS on 4:3,WSS by 4:3,WSS by 4:3,WSS by 4:3,WSS by 4:3,4,1,3,0
Waiting,Oan it wachtsjen,Oan it wachtsjen,Oan it wachtsjen,Oan it wachtsjen,4,1,3,0
Wed,Woa,Woa,Woa,Woa,4,1,3,0
Wednesday,Woansdei,Woansdei,Woansdei,Woansdei,4,1,3,0
Weekday,Wiekdei,Wiekdei,Wiekdei,Wiekdei,4,1,3,0
Welcome...,,,Wolkom...,,1,1,0,0
West,,'','','',3,0,0,3
Where to save temporary timeshift recordings?,Wêr moatte it opnimmen mei tiidsferskowing opslein wurde ?,Wêr moatte it opnimmen mei tiidsferskowing opslein wurde ?,Wêr moatte it opnimmen mei tiidsferskowing opslein wurde ?,Wêr moatte it opnimmen mei tiidsferskowing opslein wurde ?,4,1,3,0
Write error while recording. Disk full?\n,,Skriuw flater by it opnimmen. Skiif fol ?\n,Skriuw flater by it opnimmen. Skiif fol ?\n,Skriuw flater by it opnimmen. Skiif fol ?\n,3,1,2,0
Write failed!,Skriuw flater!,Skriuw flater!,Skriuw flater!,Skriuw flater!,4,1,3,0
YPbPr,,'','','',3,0,0,3
Year,Jier,Jier,Jier,Jier,4,1,3,0
Yes,Ja,Ja,Ja,Ja,4,1,3,0
"Yes, and delete this movie","Ja, en ferwiderje dizze film","Ja, en ferwiderje dizze film","Ja, en ferwiderje dizze film","Ja, en ferwiderje dizze film",4,1,3,0
"Yes, returning to movie list","Ja, werom nei de film lyst","Ja, werom nei de film lyst","Ja, werom nei de film lyst",,3,1,2,0
You cannot delete this!,Jo kinne dit net ferwiderje!,Jo kinne dit net ferwiderje!,Jo kinne dit net ferwiderje!,Jo kinne dit net ferwiderje!,4,1,3,0
You have to wait %s!,Jo moatte %s wachtsje!,Jo moatte %s wachtsje!,Jo moatte %s wachtsje!,Jo moatte %s wachtsje!,4,1,3,0
Your network configuration has been activated.,Netwurk ynstellingen binne no aktief.,Netwurk ynstellingen binne no aktief.,Netwurk ynstellingen binne no aktief.,Netwurk ynstellingen binne no aktief.,4,1,3,0
Zap back to service before positioner setup?,Werom zappe nei kanaal foar rotor ynstellingen?,Werom zappe nei kanaal foar rotor ynstellingen?,Werom zappe nei kanaal foar rotor ynstellingen?,Werom zappe nei kanaal foar rotor ynstellingen?,4,1,3,0
[alternative edit],[alternatief bewurkje],[alternatief bewurkje],[alternatief bewurkje],[alternatief bewurkje],4,1,3,0
[bouquet edit],[bouquet bewurkje],[bouquet bewurkje],[bouquet bewurkje],[bouquet bewurkje],4,1,3,0
[favourite edit],[favorieten bewurkje],[favorieten bewurkje],[favorieten bewurkje],[favorieten bewurkje],4,1,3,0
[move mode],[Ferpleats moadus],[Ferpleats moadus],[Ferpleats moadus],[Ferpleats moadus],4,1,3,0
about to start,op it punt om te starten,op it punt om te starten,op it punt om te starten,op it punt om te starten,4,1,3,0
advanced,afansjearre,afansjearre,afansjearre,afansjearre,4,1,3,0
audio tracks,audio spoor,audio spoor,audio spoor,audio spoor,4,1,3,0
auto,,'','','',3,0,0,3
back,werom,werom,werom,werom,4,1,3,0
background image,Eftergrûn ôfbylding,Eftergrûn ôfbylding,Eftergrûn ôfbylding,Eftergrûn ôfbylding,4,1,3,0
better,,'','','',3,0,0,3
black,swart,swart,swart,swart,4,1,3,0
blacklist,swarte lyst,swarte lyst,swarte lyst,swarte lyst,4,1,3,0
blue,blauw,blauw,blauw,blauw,4,1,3,0
chapters,Haadstikken,Haadstikken,Haadstikken,Haadstikken,4,1,3,0
circular left,circular links,circular links,circular links,circular links,4,1,3,0
circular right,circular rjochts,circular rjochts,circular rjochts,circular rjochts,4,1,3,0
config menu,,,konfiguraasje menu,,1,1,0,0
confirmed,befestigt,befestigt,befestigt,befestigt,4,1,3,0
connected,oanslúten,oanslúten,oanslúten,oanslúten,4,1,3,0
daily,eltse dei,eltse dei,eltse dei,eltse dei,4,1,3,0
day,dei,dei,dei,dei,4,1,3,0
delete cut,ferwiderje stik,ferwiderje stik,ferwiderje stik,ferwiderje stik,4,1,3,0
disable,utskeakelje,utskeakelje,utskeakelje,utskeakelje,4,1,3,0
disabled,útskeakele,útskeakele,útskeakele,útskeakele,4,1,3,0
disconnected,net oanslúten,net oanslúten,net oanslúten,net oanslúten,4,1,3,0
do nothing,doch neat,doch neat,doch neat,doch neat,4,1,3,0
done!,Klear!,Klear!,Klear!,Klear!,4,1,3,0
empty,leeg,leeg,leeg,leeg,4,1,3,0
enable,ynskeakelje,ynskeakelje,ynskeakelje,ynskeakelje,4,1,3,0
enabled,ynskeakele,ynskeakele,ynskeakele,ynskeakele,4,1,3,0
end cut here,stop stik hjirre,stop stik hjirre,stop stik hjirre,stop stik hjirre,4,1,3,0
exit DVD player or return to file browser,DVD spieler ferlitte en werom nei triem browser,DVD spieler ferlitte en werom nei triem browser,DVD spieler ferlitte en werom nei triem browser,DVD spieler ferlitte en werom nei triem browser,4,1,3,0
exit network adapter configuration,netwurk adapter konfiguraasje ferlitte,netwurk adapter konfiguraasje ferlitte,netwurk adapter konfiguraasje ferlitte,,3,1,2,0
exit networkadapter setup menu,netwurkadapter ynstellingen menu ferlitte,netwurkadapter ynstellingen menu ferlitte,netwurkadapter ynstellingen menu ferlitte,,3,1,2,0
"fileformats (BMP, PNG, JPG, GIF)","triemformaat (BMP, PNG, JPG, GIF)","triemformaat (BMP, PNG, JPG, GIF)","triemformaat (BMP, PNG, JPG, GIF)","triemformaat (BMP, PNG, JPG, GIF)",4,1,3,0
filename,triemnamme,triemnamme,triemnamme,triemnamme,4,1,3,0
forward to the next chapter,foarút nei it folgende haadstik,foarút nei it folgende haadstik,foarút nei it folgende haadstik,foarút nei it folgende haadstik,4,1,3,0
free,frij,frij,frij,frij,4,1,3,0
go to deep standby,gean nei djip paraatstand,gean nei djip paraatstand,gean nei djip paraatstand,gean nei djip paraatstand,4,1,3,0
go to standby,gean nei paraatstand,gean nei paraatstand,gean nei paraatstand,gean nei paraatstand,4,1,3,0
green,grien,grien,grien,grien,4,1,3,0
help...,,,'',,1,0,0,1
horizontal,,'','','',3,0,0,3
init module,CI-Module initialisearje,CI-Module initialisearje,CI-Module initialisearje,CI-Module initialisearje,4,1,3,0
insert mark here,tuskenfoegje marker,tuskenfoegje marker,tuskenfoegje marker,tuskenfoegje marker,4,1,3,0
jump back to the previous title,werom nei de foarige titel,werom nei de foarige titel,werom nei de foarige titel,werom nei de foarige titel,4,1,3,0
jump forward to the next title,foarút nei de folgende titel,foarút nei de folgende titel,foarút nei de folgende titel,foarút nei de folgende titel,4,1,3,0
leave movie player...,film ôfspieljen ferlitte...,film ôfspieljen ferlitte...,film ôfspieljen ferlitte...,,3,1,2,0
left,links,links,links,links,4,1,3,0
length,lengte,lengte,lengte,lengte,4,1,3,0
list style compact,,,lyst styl kompakt,,1,1,0,0
list style compact with description,,,lyst styl kompakt mei beskriuwing,,1,1,0,0
list style default,,,lyst styl standert,,1,1,0,0
list style single line,,,lyst styl ien rigele,,1,1,0,0
locked,op slot,op slot,op slot,op slot,4,1,3,0
manual,hânmatig,hânmatig,hânmatig,hânmatig,4,1,3,0
menu,,'','','',3,0,0,3
mins,min,min,min,min,4,1,3,0
minutes,minuten,minuten,minuten,minuten,4,1,3,0
month,maand,maand,maand,maand,4,1,3,0
move down to last entry,Nei it lêste menu item gean,Nei it lêste menu item gean,Nei it lêste menu item gean,,3,1,2,0
move down to next entry,Nei it folgende menu item gean,Nei it folgende menu item gean,Nei it folgende menu item gean,,3,1,2,0
move up to first entry,Neit it earste menu item gean,Neit it earste menu item gean,Neit it earste menu item gean,,3,1,2,0
move up to previous entry,Nei it foarige menu item ,Nei it foarige menu item ,Nei it foarige menu item ,,3,1,2,0
multinorm,,'','','',3,0,0,3
never,nea,nea,nea,nea,4,1,3,0
no,nee,nee,nee,nee,4,1,3,0
no module found,gjin CI-Module fûn,gjin CI-Module fûn,gjin CI-Module fûn,gjin CI-Module fûn,4,1,3,0
none,gjin,gjin,gjin,gjin,4,1,3,0
not locked,net op slot,net op slot,net op slot,net op slot,4,1,3,0
nothing connected,neat anslúten,neat anslúten,neat anslúten,neat anslúten,4,1,3,0
of a DUAL layer medium used.,fan in DUAL layer medium brûkt,fan in DUAL layer medium brûkt,fan in DUAL layer medium brûkt,fan in DUAL layer medium brûkt,4,1,3,0
of a SINGLE layer medium used.,fan in SINGLE layer medium brûkt,fan in SINGLE layer medium brûkt,fan in SINGLE layer medium brûkt,fan in SINGLE layer medium brûkt,4,1,3,0
off,uit,uit,uit,uit,4,1,3,0
on,oan,oan,oan,oan,4,1,3,0
on READ ONLY medium.,fan in ALLINNE-LEZE medium,fan in ALLINNE-LEZE medium,fan in ALLINNE-LEZE medium,fan in ALLINNE-LEZE medium,4,1,3,0
once,ienmalig,ienmalig,ienmalig,ienmalig,4,1,3,0
open nameserver configuration,,Iepenje nammeserver konfiguraasje,Iepenje nammeserver konfiguraasje,,2,1,1,0
pass,trochgean,trochgean,trochgean,trochgean,4,1,3,0
please press OK when ready,druk Ok wanneer klear,druk Ok wanneer klear,druk Ok wanneer klear,,3,1,2,0
"please wait, loading picture...",plaatsje wurd laden...,plaatsje wurd laden...,plaatsje wurd laden...,plaatsje wurd laden...,4,1,3,0
record,opnimme,opnimme,opnimme,opnimme,4,1,3,0
recording...,an it opnimmen...,an it opnimmen...,an it opnimmen...,an it opnimmen...,4,1,3,0
red,read,read,read,read,4,1,3,0
remove after this position,nei dizze posysje alles ferwiderje,nei dizze posysje alles ferwiderje,nei dizze posysje alles ferwiderje,nei dizze posysje alles ferwiderje,4,1,3,0
remove before this position,foar dizze posysje alles ferwiderje,foar dizze posysje alles ferwiderje,foar dizze posysje alles ferwiderje,foar dizze posysje alles ferwiderje,4,1,3,0
remove this mark,ferwiderje punt,ferwiderje punt,ferwiderje punt,ferwiderje punt,4,1,3,0
repeated,herhelle,herhelle,herhelle,herhelle,4,1,3,0
rewind to the previous chapter,werom spile nei it foarige haadstik,werom spile nei it foarige haadstik,werom spile nei it foarige haadstik,werom spile nei it foarige haadstik,4,1,3,0
right,rjochts,rjochts,rjochts,rjochts,4,1,3,0
scan state,sykjen status,sykjen status,sykjen status,sykjen status,4,1,3,0
seconds,seconden,seconden,seconden,seconden,4,1,3,0
select menu entry,Kies menu item,Kies menu item,Kies menu item,,3,1,2,0
show DVD main menu,DVD haadmenu sjen litte,DVD haadmenu sjen litte,DVD haadmenu sjen litte,DVD haadmenu sjen litte,4,1,3,0
show event details,EPG details sjen litte,EPG details sjen litte,EPG details sjen litte,EPG details sjen litte,4,1,3,0
simple,simpel,simpel,simpel,simpel,4,1,3,0
skip backward,efterút oerslaan,efterút oerslaan,efterút oerslaan,efterút oerslaan,4,1,3,0
skip forward,foarút oerslaan,foarút oerslaan,foarút oerslaan,foarút oerslaan,4,1,3,0
standard,standert,standert,standert,,3,1,2,0
start cut here,start stik hjirre,start stik hjirre,start stik hjirre,start stik hjirre,4,1,3,0
stereo,,'','','',3,0,0,3
switch to the next audio track,skeakelje nei it folgende lûd spoor,skeakelje nei it folgende lûd spoor,skeakelje nei it folgende lûd spoor,skeakelje nei it folgende lûd spoor,4,1,3,0
switch to the next subtitle language,skeakelje nei de folgende undertiteling taal,skeakelje nei de folgende undertiteling taal,skeakelje nei de folgende undertiteling taal,skeakelje nei de folgende undertiteling taal,4,1,3,0
template file,sjabloon triem,sjabloon triem,sjabloon triem,sjabloon triem,4,1,3,0
this recording,dit opnimmen,dit opnimmen,dit opnimmen,dit opnimmen,4,1,3,0
this service is protected by a parental control pin,dit kanaal is net beskikber troch it alderlik tasjoch.,dit kanaal is net beskikber troch it alderlik tasjoch.,dit kanaal is net beskikber troch it alderlik tasjoch.,dit kanaal is net beskikber troch it alderlik tasjoch.,4,1,3,0
"toggle time, chapter, audio, subtitle info","tiid, haadstik, lûd en undertiteling ynfo omskeakelje","tiid, haadstik, lûd en undertiteling ynfo omskeakelje","tiid, haadstik, lûd en undertiteling ynfo omskeakelje","tiid, haadstik, lûd en undertiteling ynfo omskeakelje",4,1,3,0
unconfirmed,net befestigt,net befestigt,net befestigt,net befestigt,4,1,3,0
unknown service,unbeneame kanaal,unbeneame kanaal,unbeneame kanaal,unbeneame kanaal,4,1,3,0
user defined,brûkers ynstelling,brûkers ynstelling,brûkers ynstelling,brûkers ynstelling,4,1,3,0
vertical,ferticaal,ferticaal,ferticaal,ferticaal,4,1,3,0
wait for ci...,,wachtsje op ci...,wachtsje op ci...,wachtsje op ci...,3,1,2,0
wait for mmi...,wachtsje op mmi,wachtsje op mmi,wachtsje op mmi,wachtsje op mmi,4,1,3,0
waiting,oan it wachtsjen,oan it wachtsjen,oan it wachtsjen,oan it wachtsjen,4,1,3,0
weekly,wikeliks,wikeliks,wikeliks,wikeliks,4,1,3,0
