msgid,openatv,openhdf,openpli,openvix,APPEARANCES,UNIQUES,DUPLICATES,EMPTIES
Please configure or verify your Nameservers by filling out the required values.\nWhen you are ready press OK to continue.,Ýttu á stilla eða að athugaðu Nafnaþjóns stillingar.\nÝttu á OK þegar þú ert búinn.,Ýttu á stilla eða að athugaðu Nafnaþjóns stillingar.\nÝttu á OK þegar þú ert búinn.,Ýttu á stilla eða að athugaðu Nafnaþjóns stillingar.\nÝttu á OK þegar þú ert búinn.,Ýttu á stilla eða að athugaðu Nafnaþjóns stillingar.\nÝttu á OK þegar þú ert búinn.,4,1,3,0
Please configure your internet connection by filling out the required values.\nWhen you are ready press OK to continue.,Til að stilla nettengingu filltu þá út viðeigandi gildi.\nÝttu þá á OK til að halda áfram.,Til að stilla nettengingu filltu þá út viðeigandi gildi.\nÝttu þá á OK til að halda áfram.,Til að stilla nettengingu filltu þá út viðeigandi gildi.\nÝttu þá á OK til að halda áfram.,Til að stilla nettengingu filltu þá út viðeigandi gildi.\nÝttu þá á OK til að halda áfram.,4,1,3,0
Please do not change any values unless you know what you are doing!,Ekki breyta gildum ef þú veist ekki hvað þú ert að gera!,Ekki breyta gildum ef þú veist ekki hvað þú ert að gera!,Ekki breyta gildum ef þú veist ekki hvað þú ert að gera!,Ekki breyta gildum ef þú veist ekki hvað þú ert að gera!,4,1,3,0
Please enter a name for the new bouquet,Settu inn nafn á nýjum rása vendi,Settu inn nafn á nýjum rása vendi,Settu inn nafn á nýjum rása vendi,Settu inn nafn á nýjum rása vendi,4,1,3,0
Please enter a name for the new marker,Sláðu inn nafn fyrir nýja merkingu,Sláðu inn nafn fyrir nýja merkingu,Sláðu inn nafn fyrir nýja merkingu,Sláðu inn nafn fyrir nýja merkingu,4,1,3,0
Please enter a new filename,Sláðu inn nýtt skráarnafn,Sláðu inn nýtt skráarnafn,Sláðu inn nýtt skráarnafn,Sláðu inn nýtt skráarnafn,4,1,3,0
Please enter filename (empty = use current date),Sláðu inn skráarnafn (tómt = nota núverandi dag),Sláðu inn skráarnafn (tómt = nota núverandi dag),Sláðu inn skráarnafn (tómt = nota núverandi dag),Sláðu inn skráarnafn (tómt = nota núverandi dag),4,1,3,0
Please enter name of the new directory,Sláðu inn nafn á nýju möppunni,Sláðu inn nafn á nýju möppunni,Sláðu inn nafn á nýju möppunni,,3,1,2,0
Please enter the correct pin code,Sláðu inn réttan kóða,Sláðu inn réttan kóða,Sláðu inn réttan kóða,Sláðu inn réttan kóða,4,1,3,0
Please enter the old PIN code,Sláðu inn gamla PIN kóðann þinn,Sláðu inn gamla PIN kóðann þinn,Sláðu inn gamla PIN kóðann þinn,Sláðu inn gamla PIN kóðann þinn,4,1,3,0
Please follow the instructions on the TV,Fylgdu leiðbeiningum á skjá,Fylgdu leiðbeiningum á skjá,Fylgdu leiðbeiningum á skjá,Fylgdu leiðbeiningum á skjá,4,1,3,0
Please note that the previously selected media could not be accessed and therefore the default directory is being used instead.,Vinsamlega athugið að áður valinn diskur er ekki tiltækur núna og þá verður notuð sjálfgefin mappa í staðinn.,Vinsamlega athugið að áður valinn diskur er ekki tiltækur núna og þá verður notuð sjálfgefin mappa í staðinn.,Vinsamlega athugið að áður valinn diskur er ekki tiltækur núna og þá verður notuð sjálfgefin mappa í staðinn.,Vinsamlega athugið að áður valinn diskur er ekki tiltækur núna og þá verður notuð sjálfgefin mappa í staðinn.,4,1,3,0
Please press OK to continue.,Ýttu á OK til að halda áfram.,Ýttu á OK til að halda áfram.,Ýttu á OK til að halda áfram.,Ýttu á OK til að halda áfram.,4,1,3,0
Please select a playlist to delete...,Veldu spilunarlista til að eyða...,Veldu spilunarlista til að eyða...,Veldu spilunarlista til að eyða...,Veldu spilunarlista til að eyða...,4,1,3,0
Please select a playlist...,Vinsamlega veldu spilunarlista...,Vinsamlega veldu spilunarlista...,Vinsamlega veldu spilunarlista...,Vinsamlega veldu spilunarlista...,4,1,3,0
Please select a subservice to record...,Velja undirrás til að taka upp...,Velja undirrás til að taka upp...,Velja undirrás til að taka upp...,Velja undirrás til að taka upp...,4,1,3,0
Please select a subservice...,Vinsamlega veldu undirrás...,Vinsamlega veldu undirrás...,Vinsamlega veldu undirrás...,Vinsamlega veldu undirrás...,4,1,3,0
Please select medium to use as backup location,Vinsamlega veljið tæki til að nota sem afritunar stað,Vinsamlega veljið tæki til að nota sem afritunar stað,Vinsamlega veljið tæki til að nota sem afritunar stað,Vinsamlega veljið tæki til að nota sem afritunar stað,4,1,3,0
Please select tag to filter...,Vinsamlega veldu merki til að sía út...,Vinsamlega veldu merki til að sía út...,Vinsamlega veldu merki til að sía út...,,3,1,2,0
Please select the movie path...,Veldu slóð að mynd...,Veldu slóð að mynd...,Veldu slóð að mynd...,Veldu slóð að mynd...,4,1,3,0
Please select the network interface that you want to use for your internet connection.\n\nPlease press OK to continue.,Veldu það netkort sem að þú vilt nota fyrir veraldarvefs tengingu.\n\nÝttu á OK til að halda áfram.,Veldu það netkort sem að þú vilt nota fyrir veraldarvefs tengingu.\n\nÝttu á OK til að halda áfram.,Veldu það netkort sem að þú vilt nota fyrir veraldarvefs tengingu.\n\nÝttu á OK til að halda áfram.,Veldu það netkort sem að þú vilt nota fyrir veraldarvefs tengingu.\n\nÝttu á OK til að halda áfram.,4,1,3,0
Please select the wireless network that you want to connect to.\n\nPlease press OK to continue.,Vinsamlegast veldu það þráðlausa net sem að þú vilt tengjast.\n\nÝttu á OK til að halda áfram.,Vinsamlegast veldu það þráðlausa net sem að þú vilt tengjast.\n\nÝttu á OK til að halda áfram.,Vinsamlegast veldu það þráðlausa net sem að þú vilt tengjast.\n\nÝttu á OK til að halda áfram.,Vinsamlegast veldu það þráðlausa net sem að þú vilt tengjast.\n\nÝttu á OK til að halda áfram.,4,1,3,0
Please set up tuner B,Vinsamlega settu upp móttakara B,Vinsamlega settu upp móttakara B,Vinsamlega settu upp móttakara B,Vinsamlega settu upp móttakara B,4,1,3,0
Please set up tuner C,Vinsamlega settu upp móttakara C,Vinsamlega settu upp móttakara C,Vinsamlega settu upp móttakara C,Vinsamlega settu upp móttakara C,4,1,3,0
Please set up tuner D,Vinsamlega settu upp móttakara D,Vinsamlega settu upp móttakara D,Vinsamlega settu upp móttakara D,Vinsamlega settu upp móttakara D,4,1,3,0
Please use direction keys to move the PiP window.\nPress Bouquet +/- to resize the window.\nPress OK to go back to the TV mode or EXIT to cancel the moving.,Vinsamlega notið örvatakka til að færa Mynd í Mynd glugga.\nÝttu á Bouquet +/- til að breyta stærð á glugga.\nÝttu á OK til að fara aftur í venjulega stillingu eða EXIT til að hætta við.,Vinsamlega notið örvatakka til að færa Mynd í Mynd glugga.\nÝttu á Bouquet +/- til að breyta stærð á glugga.\nÝttu á OK til að fara aftur í venjulega stillingu eða EXIT til að hætta við.,Vinsamlega notið örvatakka til að færa Mynd í Mynd glugga.\nÝttu á Bouquet +/- til að breyta stærð á glugga.\nÝttu á OK til að fara aftur í venjulega stillingu eða EXIT til að hætta við.,,3,1,2,0
Please use the UP and DOWN keys to select your language. Afterwards press the OK button.,Vinsamlega notið UP og NIÐUR takka til að velja tungumál. Ýttu svo á OK til að nota.,Vinsamlega notið UP og NIÐUR takka til að velja tungumál. Ýttu svo á OK til að nota.,Vinsamlega notið UP og NIÐUR takka til að velja tungumál. Ýttu svo á OK til að nota.,,3,1,2,0
Please wait for activation of your network configuration...,Vinsamlega bíðið eftir virkjun á netkerfis stillingum...,Vinsamlega bíðið eftir virkjun á netkerfis stillingum...,Vinsamlega bíðið eftir virkjun á netkerfis stillingum...,,3,1,2,0
Please wait while scanning is in progress...,Vinsamlega bíðið á meðan leit fer fram...,Vinsamlega bíðið á meðan leit fer fram...,Vinsamlega bíðið á meðan leit fer fram...,Vinsamlega bíðið á meðan leit fer fram...,4,1,3,0
Please wait while we configure your network...,Vinsamlega bíðið á meðan stilling fer fram á netkerfinu...,Vinsamlega bíðið á meðan stilling fer fram á netkerfinu...,Vinsamlega bíðið á meðan stilling fer fram á netkerfinu...,Vinsamlega bíðið á meðan stilling fer fram á netkerfinu...,4,1,3,0
Please wait while we prepare your network interfaces...,Vinsamlegast bíðið á meðan við stillum netkort...,Vinsamlegast bíðið á meðan við stillum netkort...,Vinsamlegast bíðið á meðan við stillum netkort...,Vinsamlegast bíðið á meðan við stillum netkort...,4,1,3,0
Please wait while we test your network...,Vinsamlega bíðið á meðan við prufum net tengingu...,Vinsamlega bíðið á meðan við prufum net tengingu...,Vinsamlega bíðið á meðan við prufum net tengingu...,Vinsamlega bíðið á meðan við prufum net tengingu...,4,1,3,0
Please wait while your network is restarting...,Vinsamlega bíðið á meðan netkerfið er endurræst...,Vinsamlega bíðið á meðan netkerfið er endurræst...,Vinsamlega bíðið á meðan netkerfið er endurræst...,,3,1,2,0
Please wait...,Vinsamlega bíðið...,Vinsamlega bíðið...,Vinsamlega bíðið...,Vinsamlega bíðið...,4,1,3,0
Please wait... Loading list...,Vinsamlega bíðið.. les inn lista...,Vinsamlega bíðið.. les inn lista...,Vinsamlega bíðið.. les inn lista...,Vinsamlega bíðið.. les inn lista...,4,1,3,0
Plugin browser,,,Íforrita leit,,1,1,0,0
Plugin manager activity information,Íforritstjóra aðgerða upplýsingar,Íforritstjóra aðgerða upplýsingar,Íforritstjóra aðgerða upplýsingar,Íforritstjóra aðgerða upplýsingar,4,1,3,0
Plugin manager help,Íforritsstjóra hjálp,Íforritsstjóra hjálp,Íforritsstjóra hjálp,Íforritsstjóra hjálp,4,1,3,0
Plugins,Íforrit,Íforrit,Íforrit,Íforrit,4,1,3,0
Polarization,Pólun,Pólun,Pólun,Pólun,4,1,3,0
Polish,Pólska,Pólska,Pólska,Pólska,4,1,3,0
Port A,Tengi A,Tengi A,Tengi A,Tengi A,4,1,3,0
Port B,Tengi B,Tengi B,Tengi B,Tengi B,4,1,3,0
Port C,Tengi C,Tengi C,Tengi C,Tengi C,4,1,3,0
Port D,Tengi D,Tengi D,Tengi D,Tengi D,4,1,3,0
Portuguese,Portúgalska,Portúgalska,Portúgalska,Portúgalska,4,1,3,0
Positioner,Mótorstýring,Mótorstýring,Mótorstýring,Mótorstýring,4,1,3,0
Positioner setup,Uppsetning mótors,Uppsetning mótors,Uppsetning mótors,Uppsetning mótors,4,1,3,0
Power threshold in mA,Aflmörk í mA,Aflmörk í mA,Aflmörk í mA,Aflmörk í mA,4,1,3,0
Predefined transponder,Fyrirfram forritaður sendir,Fyrirfram forritaður sendir,Fyrirfram forritaður sendir,Fyrirfram forritaður sendir,4,1,3,0
Preparing... Please wait,Undirbý...vinsamlega bíðið,Undirbý...vinsamlega bíðið,Undirbý...vinsamlega bíðið,Undirbý...vinsamlega bíðið,4,1,3,0
Press INFO on your remote control for additional information.,Ýttu á INFO á fjarstýringunni fyrir nánari upplýsingar.,Ýttu á INFO á fjarstýringunni fyrir nánari upplýsingar.,Ýttu á INFO á fjarstýringunni fyrir nánari upplýsingar.,Ýttu á INFO á fjarstýringunni fyrir nánari upplýsingar.,4,1,3,0
Press MENU on your remote control for additional options.,Ýttu á MENU á fjarstýringunni til að sjá meiri möguleika.,Ýttu á MENU á fjarstýringunni til að sjá meiri möguleika.,Ýttu á MENU á fjarstýringunni til að sjá meiri möguleika.,Ýttu á MENU á fjarstýringunni til að sjá meiri möguleika.,4,1,3,0
Press OK on your remote control to continue.,Ýttu á OK á fjarstýringunni til að halda áfram.,Ýttu á OK á fjarstýringunni til að halda áfram.,Ýttu á OK á fjarstýringunni til að halda áfram.,Ýttu á OK á fjarstýringunni til að halda áfram.,4,1,3,0
Press OK to activate the settings.,Ýtið á OK til að virkja stillingar.,Ýtið á OK til að virkja stillingar.,Ýtið á OK til að virkja stillingar.,Ýtið á OK til að virkja stillingar.,4,1,3,0
Press OK to edit the settings.,Ýttu á OK til að breyta stillingum.,Ýttu á OK til að breyta stillingum.,Ýttu á OK til að breyta stillingum.,Ýttu á OK til að breyta stillingum.,4,1,3,0
Press OK to get further details for %s,Ýttu á OK til að fá nánari upplýsingar um %s,Ýttu á OK til að fá nánari upplýsingar um %s,Ýttu á OK til að fá nánari upplýsingar um %s,Ýttu á OK til að fá nánari upplýsingar um %s,4,1,3,0
Press OK to scan,Ýtið á OK til að leita,Ýtið á OK til að leita,Ýtið á OK til að leita,Ýtið á OK til að leita,4,1,3,0
Press OK to select/deselect a CAId.,Ýttu á OK til að velja eða ekki velja CAId.,Ýttu á OK til að velja eða ekki velja CAId.,Ýttu á OK til að velja eða ekki velja CAId.,Ýttu á OK til að velja eða ekki velja CAId.,4,1,3,0
Press OK to toggle the selection.,Ýttu á OK til að velja á milli.,Ýttu á OK til að velja á milli.,Ýttu á OK til að velja á milli.,Ýttu á OK til að velja á milli.,4,1,3,0
Press yellow to set this interface as default interface.,,Ýttu á gula til að hafa þetta netkort sem sjálfvalið.,Ýttu á gula til að hafa þetta netkort sem sjálfvalið.,,2,1,1,0
Preview,Forsýn,Forsýn,Forsýn,Forsýn,4,1,3,0
Preview menu,Forskoða valmynd,Forskoða valmynd,Forskoða valmynd,Forskoða valmynd,4,1,3,0
Primary DNS,Aðal DNS,Aðal DNS,Aðal DNS,Aðal DNS,4,1,3,0
Priority,Forgangur,Forgangur,Forgangur,Forgangur,4,1,3,0
Process,Verk,Verk,Verk,Verk,4,1,3,0
Properties of current title,Nánari upplýsingar um titil,Nánari upplýsingar um titil,Nánari upplýsingar um titil,Nánari upplýsingar um titil,4,1,3,0
Protect services,Læsa rásum,Læsa rásum,Læsa rásum,Læsa rásum,4,1,3,0
Provider,Sendandi,Sendandi,Sendandi,Sendandi,4,1,3,0
Providers,Sendendur,Sendendur,Sendendur,Sendendur,4,1,3,0
Python frontend for /tmp/mmi.socket,Python framendi fyrir /tmp/mmi.socket,Python framendi fyrir /tmp/mmi.socket,Python framendi fyrir /tmp/mmi.socket,Python framendi fyrir /tmp/mmi.socket,4,1,3,0
Quick,Hratt,Hratt,Hratt,Hratt,4,1,3,0
RF output,Loftnetsrás,Loftnetsrás,Loftnetsrás,,3,1,2,0
RGB,,'','','',3,0,0,3
Radio,,,Útvarp,,1,1,0,0
Random,Handahóf,Handahóf,Handahóf,Handahóf,4,1,3,0
Really close without saving settings?,Viltu loka án þess að vista stillingar?,Viltu loka án þess að vista stillingar?,Viltu loka án þess að vista stillingar?,Viltu loka án þess að vista stillingar?,4,1,3,0
Really delete done timers?,Viltu eyða liðnum tímastillingum?,Viltu eyða liðnum tímastillingum?,Viltu eyða liðnum tímastillingum?,,3,1,2,0
Really exit the subservices quickzap?,Viltu hætta í undirrása hraðstökki?,Viltu hætta í undirrása hraðstökki?,Viltu hætta í undirrása hraðstökki?,Viltu hætta í undirrása hraðstökki?,4,1,3,0
Really reboot now?,Viltu örugglega endurræsa núna?,Viltu örugglega endurræsa núna?,Viltu örugglega endurræsa núna?,Viltu örugglega endurræsa núna?,4,1,3,0
Really restart now?,Viltu örugglega endurræsa núna?,Viltu örugglega endurræsa núna?,Viltu örugglega endurræsa núna?,Viltu örugglega endurræsa núna?,4,1,3,0
Really shutdown now?,Viltu örugglega slökkva núna?,Viltu örugglega slökkva núna?,Viltu örugglega slökkva núna?,Viltu örugglega slökkva núna?,4,1,3,0
Reboot,Endurræsi,Endurræsi,Endurræsi,Endurræsi,4,1,3,0
Record,Upptaka,Upptaka,Upptaka,Upptaka,4,1,3,0
Record time limited due to conflicting timer %s,"Upptöku tími takmarkaður vegna annarar tímastillingar, %s","Upptöku tími takmarkaður vegna annarar tímastillingar, %s","Upptöku tími takmarkaður vegna annarar tímastillingar, %s","Upptöku tími takmarkaður vegna annarar tímastillingar, %s",4,1,3,0
Recorded files...,,,Uppteknar skrár...,,1,1,0,0
Recording,Upptaka,Upptaka,Upptaka,Upptaka,4,1,3,0
Recording paths,,,Upptöku slóð,,1,1,0,0
Recording(s) are in progress or coming up in few seconds!,Upptaka (tökur) eru í gangi núna eða eru væntanlegar fljótlega!,Upptaka (tökur) eru í gangi núna eða eru væntanlegar fljótlega!,Upptaka (tökur) eru í gangi núna eða eru væntanlegar fljótlega!,Upptaka (tökur) eru í gangi núna eða eru væntanlegar fljótlega!,4,1,3,0
Recordings,Upptökur,Upptökur,Upptökur,Upptökur,4,1,3,0
Recordings always have priority,Upptaka hefur alltaf forgang,Upptaka hefur alltaf forgang,Upptaka hefur alltaf forgang,Upptaka hefur alltaf forgang,4,1,3,0
Refresh rate selection.,Hressingar tíðni val.,Hressingar tíðni val.,Hressingar tíðni val.,Hressingar tíðni val.,4,1,3,0
Reload,Endurlesa,Endurlesa,Endurlesa,Endurlesa,4,1,3,0
Remember service PIN,Muna eftir PIN númeri rásar,Muna eftir PIN númeri rásar,Muna eftir PIN númeri rásar,Muna eftir PIN númeri rásar,4,1,3,0
Remove,Eyða,Eyða,Eyða,Eyða,4,1,3,0
Remove a mark,Eyða merkingu,Eyða merkingu,Eyða merkingu,Eyða merkingu,4,1,3,0
Remove all alternatives,,,Taka út alla valkosti,,1,1,0,0
Remove all new found flags,,,Eyða öllum merkingum um nýfundna rás,,1,1,0,0
Remove currently selected title,Taka út þegar valinn titil,Taka út þegar valinn titil,Taka út þegar valinn titil,Taka út þegar valinn titil,4,1,3,0
Remove directory,,,Eyða möppu,,1,1,0,0
Remove entry,,,Taka út,,1,1,0,0
Remove from parental protection,,,Taka foreldralæsingu af,,1,1,0,0
Remove new found flag,,,Eyða merkingu um nýfundna rás,,1,1,0,0
Remove plugins,Taka út íforrit,Taka út íforrit,Taka út íforrit,Taka út íforrit,4,1,3,0
Remove selected satellite,,,Eyða völdum gervihnetti,,1,1,0,0
Remove title,Taka út titil,Taka út titil,Taka út titil,Taka út titil,4,1,3,0
Removing,Eyði,Eyði,Eyði,Eyði,4,1,3,0
Removing directory %s failed. (Maybe not empty.),Tókst ekki að taka út möppuna %s. (kannski ekki tóm.),Tókst ekki að taka út möppuna %s. (kannski ekki tóm.),Tókst ekki að taka út möppuna %s. (kannski ekki tóm.),Tókst ekki að taka út möppuna %s. (kannski ekki tóm.),4,1,3,0
Rename,Endurnefna,Endurnefna,Endurnefna,Endurnefna,4,1,3,0
Repeat playlist,,,Endurtaka spilunarlista,,1,1,0,0
Repeating event currently recording... What do you want to do?,Endurtaka atriði sem er í upptöku.. hvað viltu gera núna?,Endurtaka atriði sem er í upptöku.. hvað viltu gera núna?,Endurtaka atriði sem er í upptöku.. hvað viltu gera núna?,Endurtaka atriði sem er í upptöku.. hvað viltu gera núna?,4,1,3,0
Repeats,Endurtekningar,Endurtekningar,Endurtekningar,Endurtekningar,4,1,3,0
Required medium type:,Þarf gerð disks:,Þarf gerð disks:,Þarf gerð disks:,Þarf gerð disks:,4,1,3,0
Reset,Endursetja,Endursetja,Endursetja,Endursetja,4,1,3,0
Reset and renumerate title names,Endursetja og endurnúmera nöfn titla,Endursetja og endurnúmera nöfn titla,Endursetja og endurnúmera nöfn titla,Endursetja og endurnúmera nöfn titla,4,1,3,0
Reset video enhancement settings to system defaults?,Endursetja mynd stillingar á sjálfvaldar kerfis stillingar?,Endursetja mynd stillingar á sjálfvaldar kerfis stillingar?,Endursetja mynd stillingar á sjálfvaldar kerfis stillingar?,Endursetja mynd stillingar á sjálfvaldar kerfis stillingar?,4,1,3,0
Reset video enhancement settings to your last configuration?,Endursetja mynd bóta stillingar á síðast valdar stillingar?,Endursetja mynd bóta stillingar á síðast valdar stillingar?,Endursetja mynd bóta stillingar á síðast valdar stillingar?,Endursetja mynd bóta stillingar á síðast valdar stillingar?,4,1,3,0
Resolution,Upplausn,Upplausn,Upplausn,Upplausn,4,1,3,0
Restart,Endurræsa,Endurræsa,Endurræsa,Endurræsa,4,1,3,0
Restart GUI now?,Endurræsa gluggakerfi núna?,Endurræsa gluggakerfi núna?,Endurræsa gluggakerfi núna?,Endurræsa gluggakerfi núna?,4,1,3,0
Restart network,Endurræsi netkort,Endurræsi netkort,Endurræsi netkort,Endurræsi netkort,4,1,3,0
Restart test,Prufa aftur,Prufa aftur,Prufa aftur,Prufa aftur,4,1,3,0
Restart your network connection and interfaces.\n,Endurræsa nettengingu og netkort.\n,Endurræsa nettengingu og netkort.\n,Endurræsa nettengingu og netkort.\n,Endurræsa nettengingu og netkort.\n,4,1,3,0
Restore,Setja inn,Setja inn,Setja inn,Setja inn,4,1,3,0
Restore backups,Setja inn afrit,Setja inn afrit,Setja inn afrit,Setja inn afrit,4,1,3,0
Restore system settings,Setja inn kerfis stillingar,Setja inn kerfis stillingar,Setja inn kerfis stillingar,Setja inn kerfis stillingar,4,1,3,0
Restore your backups by date.,,,Setja inn stilligar eftir dagsetningu.,,1,1,0,0
Resume from last position,Halda áfram frá sama stað og síðast,Halda áfram frá sama stað og síðast,Halda áfram frá sama stað og síðast,Halda áfram frá sama stað og síðast,4,1,3,0
Resume position at %s,Byrja aftur eftir %s,Byrja aftur eftir %s,Byrja aftur eftir %s,Byrja aftur eftir %s,4,1,3,0
Resuming playback,Held áfram spilun,Held áfram spilun,Held áfram spilun,Held áfram spilun,4,1,3,0
Return to movie list,Til baka til mynda lista,Til baka til mynda lista,Til baka til mynda lista,Til baka til mynda lista,4,1,3,0
Return to previous service,Til  baka á síðustu rás,Til  baka á síðustu rás,Til  baka á síðustu rás,Til  baka á síðustu rás,4,1,3,0
Rewind speeds,Hraði hraðspólunar til baka,Hraði hraðspólunar til baka,Hraði hraðspólunar til baka,Hraði hraðspólunar til baka,4,1,3,0
Right,Hægri,Hægri,Hægri,Hægri,4,1,3,0
Rotor turning speed,Hraði mótors,Hraði mótors,Hraði mótors,Hraði mótors,4,1,3,0
Russian,Rússneska,Rússneska,Rússneska,Rússneska,4,1,3,0
S-Video,,'','','',3,0,0,3
SINGLE LAYER DVD,,'','','',3,0,0,3
SNR,,,'',,1,0,0,1
SNR:,,,'',,1,0,0,1
SSID:,,'','','',3,0,0,3
Sat,Lau,Lau,Lau,Lau,4,1,3,0
Satellite,Gervihnöttur,Gervihnöttur,Gervihnöttur,Gervihnöttur,4,1,3,0
Satellite equipment,Gervihnatta búnaður,Gervihnatta búnaður,Gervihnatta búnaður,Gervihnatta búnaður,4,1,3,0
Satellites,Gervihnettir,Gervihnettir,Gervihnettir,Gervihnettir,4,1,3,0
Sats,Gervihn.,Gervihn.,Gervihn.,Gervihn.,4,1,3,0
Saturation,Lita mettun,Lita mettun,Lita mettun,Lita mettun,4,1,3,0
Saturday,Laugardagur,Laugardagur,Laugardagur,Laugardagur,4,1,3,0
Save,Vista,Vista,Vista,Vista,4,1,3,0
Save last directory on exit,,,Vista síðustu möppu þegar hætt er,,1,1,0,0
Save playlist on exit,,,Vista spilunarlista þegar hætt er,,1,1,0,0
Scaler sharpness,Skölunar skerpa,Skölunar skerpa,Skölunar skerpa,Skölunar skerpa,4,1,3,0
Scan ,Leita,Leita,Leita,Leita,4,1,3,0
Scan additional SR,Leita á fleiri SR,Leita á fleiri SR,Leita á fleiri SR,Leita á fleiri SR,4,1,3,0
Scan for local extensions and install them.,,,Leita að viðbótum á móttakara og setja þær upp.,,1,1,0,0
Scan your network for wireless access points and connect to them using your selected wireless device.\n,Leita að þráðlausu neti og tengjast þeim með völdu netkorti.\n,Leita að þráðlausu neti og tengjast þeim með völdu netkorti.\n,Leita að þráðlausu neti og tengjast þeim með völdu netkorti.\n,Leita að þráðlausu neti og tengjast þeim með völdu netkorti.\n,4,1,3,0
Scans default lamedbs sorted by satellite with a connected dish positioner,"Leita sjálfgefna gervihnetti, raðað eftir hnöttum með tengdum mótor","Leita sjálfgefna gervihnetti, raðað eftir hnöttum með tengdum mótor","Leita sjálfgefna gervihnetti, raðað eftir hnöttum með tengdum mótor","Leita sjálfgefna gervihnetti, raðað eftir hnöttum með tengdum mótor",4,1,3,0
Search east,Leita austur,Leita austur,Leita austur,Leita austur,4,1,3,0
Search west,Leita vestur,Leita vestur,Leita vestur,Leita vestur,4,1,3,0
Searching for available updates. Please wait...,Leita að tiltækum uppfærslum. Vinsamlega bíðið...,Leita að tiltækum uppfærslum. Vinsamlega bíðið...,Leita að tiltækum uppfærslum. Vinsamlega bíðið...,Leita að tiltækum uppfærslum. Vinsamlega bíðið...,4,1,3,0
Searching for new installed or removed packages. Please wait...,Leita að nýinnsettum eða fjarlægðum pökkum. Vinsamlega bíðið...,Leita að nýinnsettum eða fjarlægðum pökkum. Vinsamlega bíðið...,Leita að nýinnsettum eða fjarlægðum pökkum. Vinsamlega bíðið...,Leita að nýinnsettum eða fjarlægðum pökkum. Vinsamlega bíðið...,4,1,3,0
Secondary DNS,Vara DNS,Vara DNS,Vara DNS,Vara DNS,4,1,3,0
Seek,Leita,Leita,Leita,Leita,4,1,3,0
Select,Veldu,Veldu,Veldu,Veldu,4,1,3,0
Select HDD,,,Veldu harðadisk,,1,1,0,0
Select a movie,,,Veldu mynd,,1,1,0,0
Select audio track,Veldu hljóð rás,Veldu hljóð rás,Veldu hljóð rás,Veldu hljóð rás,4,1,3,0
Select channel to record from,Veldu rás til að taka upp frá,Veldu rás til að taka upp frá,Veldu rás til að taka upp frá,Veldu rás til að taka upp frá,4,1,3,0
Select files for backup.,,Veldu skrár fyrir afrit.,Veldu skrár fyrir afrit.,Veldu skrár fyrir afrit.,3,1,2,0
Select files/folders to backup,Veldu skrár/möppur til afritunar,Veldu skrár/möppur til afritunar,Veldu skrár/möppur til afritunar,Veldu skrár/möppur til afritunar,4,1,3,0
Select input device,Veldu inntaks tæki,Veldu inntaks tæki,Veldu inntaks tæki,,3,1,2,0
Select input device.,Veldu inntaks tæki.,Veldu inntaks tæki.,Veldu inntaks tæki.,Veldu inntaks tæki.,4,1,3,0
Select interface,Veldu netkort,Veldu netkort,Veldu netkort,Veldu netkort,4,1,3,0
Select provider to add...,Veldu sendanda til að bæta við...,Veldu sendanda til að bæta við...,Veldu sendanda til að bæta við...,Veldu sendanda til að bæta við...,4,1,3,0
Select refresh rate,Veldu hressingar tíðni,Veldu hressingar tíðni,Veldu hressingar tíðni,Veldu hressingar tíðni,4,1,3,0
Select service to add...,Veldur rás til að bæta við...,Veldur rás til að bæta við...,Veldur rás til að bæta við...,Veldur rás til að bæta við...,4,1,3,0
Select update source to edit,,,Veldu upphafs slóð til að breyta,,1,1,0,0
Select video input with up/down buttons,Veldu mynd inngang með up/niður tökkum,Veldu mynd inngang með up/niður tökkum,Veldu mynd inngang með up/niður tökkum,Veldu mynd inngang með up/niður tökkum,4,1,3,0
Select video mode,Veldu mynd stillingu,Veldu mynd stillingu,Veldu mynd stillingu,Veldu mynd stillingu,4,1,3,0
Select wireless network,Veldu þráðlaust net,Veldu þráðlaust net,Veldu þráðlaust net,Veldu þráðlaust net,4,1,3,0
Select your backup device.\nCurrent device: ,,,Veldu afritunar tæki.\nNúverandi tæki:,,1,1,0,0
Send DiSEqC,Senda DiSEqC,Senda DiSEqC,Senda DiSEqC,Senda DiSEqC,4,1,3,0
Send DiSEqC only on satellite change,Senda DiSEqC bara við að skipta á annan gevihnött,Senda DiSEqC bara við að skipta á annan gevihnött,Senda DiSEqC bara við að skipta á annan gevihnött,Senda DiSEqC bara við að skipta á annan gevihnött,4,1,3,0
Separate titles with a main menu,,,Taka út titla af aðalvalmynd,,1,1,0,0
Sequence repeat,Endurtaka runu,Endurtaka runu,Endurtaka runu,Endurtaka runu,4,1,3,0
Serbian,Serneska,Serneska,Serneska,Serneska,4,1,3,0
Service,Rás,Rás,Rás,Rás,4,1,3,0
Service has been added to the favourites.,Rás hefur verið bætt við eftirlætis lista.,Rás hefur verið bætt við eftirlætis lista.,Rás hefur verið bætt við eftirlætis lista.,,3,1,2,0
