msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Backup system settings,Back up system settings,Backup system settings,Backup system settings,Backup system settings,MISMATCH (ALL),whitespace
Backup your receiver settings.,,,Backup your receiver settings.,,SOLITARY,
Bahamas,'',,'','',EMPTY (SOME),
Bahrain,'',,'','',EMPTY (SOME),
Band,'',Band,Band,Band,INCOMPLETE (ALL),
Bandwidth,'',Bandwidth,Bandwidth,Bandwidth,INCOMPLETE (ALL),
Bangladesh,'',,'','',EMPTY (SOME),
Barbados,'',,'','',EMPTY (SOME),
Basic PID info,,,'',,SOLITARY,
Basque,Euskara (Basque),Basque,Basque,Basque,MISMATCH (ALL),
Begin time,'',Begin time,Begin time,Begin time,INCOMPLETE (ALL),
Behavior of '0' button in PiP mode,,,Behavior of '0' button in PiP mode,,SOLITARY,
Behavior of 'pause and ok' when paused,,,'',,SOLITARY,
Behavior when a movie is started,'',Behavior when a movie is started,Behavior when a movie is started,Behavior when a movie is started,INCOMPLETE (ALL),
Behavior when a movie is stopped,'',Behavior when a movie is stopped,Behavior when a movie is stopped,Behavior when a movie is stopped,INCOMPLETE (ALL),
Behavior when a movie reaches the end,'',Behavior when a movie reaches the end,Behavior when a movie reaches the end,Behavior when a movie reaches the end,INCOMPLETE (ALL),
Belarus,'',,'','',EMPTY (SOME),
Belgium,'',,'','',EMPTY (SOME),
Belize,'',,'','',EMPTY (SOME),
Benin,'',,'','',EMPTY (SOME),
Bermuda,'',,'','',EMPTY (SOME),
Bhutan,'',,'','',EMPTY (SOME),
Big PiP,'',,'','',EMPTY (SOME),
Bitrate:,'',Bitrate:,Bitrate:,Bitrate:,INCOMPLETE (ALL),
Black screen,black screen,Black screen,Black screen,Black screen,MISMATCH (ALL),capitalisation
Black screen till locked,black screen until locked,Black screen till locked,Black screen till locked,Black screen till locked,MISMATCH (ALL),
Block noise reduction,'',Block noise reduction,Block noise reduction,Block noise reduction,INCOMPLETE (ALL),
Blue,,Blue,'',Blue,INCOMPLETE (SOME),
Bolivia (Plurinational State of),"Bolivia, Plurinational State of",,'','',INCOMPLETE (SOME),
"Bonaire, Sint Eustatius and Saba",'',,'','',EMPTY (SOME),
Bookmarks,'',Bookmarks,Bookmarks,Bookmarks,INCOMPLETE (ALL),
Boost blue,Blue gain,Boost blue,'',Boost blue,MISMATCH (ALL),
Boot to Android image,,,'',,SOLITARY,
Boot to Recovery menu,,,'',,SOLITARY,
Bosnia and Herzegovina,'',,'','',EMPTY (SOME),
Botswana,'',,'','',EMPTY (SOME),
Bouvet Island,'',,'','',EMPTY (SOME),
Brazil,'',,'','',EMPTY (SOME),
Brightness,'',Brightness,Brightness,Brightness,INCOMPLETE (ALL),
British Indian Ocean Territory,'',,'','',EMPTY (SOME),
Brunei Darussalam,'',,'','',EMPTY (SOME),
Buffering %d%%,'',,'','',EMPTY (SOME),
Bulgarian,български език (Bulgarian),Bulgarian,Bulgarian,Bulgarian,MISMATCH (ALL),
Burkina Faso,'',,'','',EMPTY (SOME),
Burn DVD,'',Burn DVD,Burn DVD,Burn DVD,INCOMPLETE (ALL),
Burn audio track (%s),,Burn audio track (%s),Burn audio track (%s),Burn audio track (%s),UNCHANGED (SOME),
Burn existing image to DVD,,Burn existing image to DVD,Burn existing image to DVD,Burn existing image to DVD,UNCHANGED (SOME),
Burn to DVD,,Burn to DVD,Burn to DVD,Burn to DVD,UNCHANGED (SOME),
Burundi,'',,'','',EMPTY (SOME),
Bus: ,'',Bus: ,Bus: ,Bus: ,INCOMPLETE (ALL),
"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,,"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,SOLITARY,
Bypass HDMI EDID checking,,,'',,SOLITARY,
C,,,C,,SOLITARY,
C-Band,'',C-Band,C-Band,C-Band,INCOMPLETE (ALL),
CH,'',,'',CH,INCOMPLETE (SOME),
CH%s,'',,'','',EMPTY (SOME),
CI (Common Interface) Setup,Common Interface Setup,,'',,INCOMPLETE (SOME),
CI assignment,'',CI assignment,CI assignment,CI assignment,INCOMPLETE (ALL),
CI slot: ,'',,'',,EMPTY (SOME),
CPU: ,,,'',,SOLITARY,
CVBS,'',CVBS,CVBS,CVBS,INCOMPLETE (ALL),
Cable,'',Cable,Cable,Cable,INCOMPLETE (ALL),
Cable Scan,'',Cable Scan,Cable Scan,Cable Scan,INCOMPLETE (ALL),
Cabo Verde,'',,'','',EMPTY (SOME),
Cache thumbnails,'',Cache thumbnails,Cache thumbnails,Cache thumbnails,INCOMPLETE (ALL),
Calculate,'',Calculate,Calculate,Calculate,INCOMPLETE (ALL),
Calculate all positions,'',Calculate all positions,Calculate all positions,Calculate all positions,INCOMPLETE (ALL),
Calculation complete,'',Calculation complete,Calculation complete,Calculation complete,INCOMPLETE (ALL),
Calibrate,'',Calibrate,Calibrate,Calibrate,INCOMPLETE (ALL),
Cambodia,'',,'','',EMPTY (SOME),
Cameroon,'',,'','',EMPTY (SOME),
Can be used for different fps between external subtitles and video.,'',Can be used for different fps between external subtitles and video.,Can be used for different fps between external subtitles and video.,Can be used for different fps between external subtitles and video.,INCOMPLETE (ALL),
"Can be used to test defect pixels on TV screen.\n\nAvailable color test screens:\n\nred\ngreen\nblue\nwhite\nblack\ncyan\nmagenta\nyellow\n\nScreens change with left/right buttons or use red, green, blue to toggle.\nYellow for returning back to this intro","This can be used to check for defective pixels on your TV screen.\n\nThe test screens will be presented in the following order:\n\n• Red\n• Green\n• Blue\n• White\n• Black\n• Cyan\n• Magenta\n• Yellow\n\nPress the ◀︎ Left and Right ▶︎ buttons to change screens or use the Red, Green and Blue buttons to toggle.\n\nPress the Yellow button to return to this screen.",,'',,INCOMPLETE (SOME),
Can only find a network drive to store the backup this means after the flash the autorestore will not work. Alternativaly you can mount the network drive after the flash and perform a manufacurer reset to autorestore,,,'',,SOLITARY,
Canada,'',,'','',EMPTY (SOME),
Cancel,'',Cancel,Cancel,Cancel,INCOMPLETE (ALL),
Cancel any changes to the currently active skin,,,'','',EMPTY (SOME),
Cancel any changes to the currently active skin and exit all menus,,,'','',EMPTY (SOME),
Cancel any text changes and exit,'',,'','',EMPTY (SOME),
Cancelled upon user request,Canceled by user,,'','',INCOMPLETE (SOME),
Cannot determine,Can't determine,Cannot determine,Cannot determine,Cannot determine,MISMATCH (ALL),
"Cannot find any signal ..., aborting !","Couldn't find a signal, aborting!","Cannot find any signal ..., aborting !","Cannot find any signal ..., aborting !","Cannot find any signal ..., aborting !",MISMATCH (ALL),
Cannot find images - please try later,"Couldn't find images, please try again later.",,'',,INCOMPLETE (SOME),
Cannot move files on a different disk or system to the trash can,,,Cannot move files on a different disk or system to the trash can,,SOLITARY,
Cannot move to trash can,Couldn't move to the trash can,Cannot move to trash can,Cannot move to trash can,,MISMATCH (SOME),
Capabilities: ,'',,'',,EMPTY (SOME),
Capacity: ,'',Capacity: ,Capacity: ,Capacity: ,INCOMPLETE (ALL),
Card,,,Card,,SOLITARY,
Cascade PiP,'',,'',,EMPTY (SOME),
Cayman Islands,'',,'','',EMPTY (SOME),
Center DVB subtitles,,Center DVB subtitles,Center DVB subtitles,Center DVB subtitles,UNCHANGED (SOME),
Center time-labels and remove date,,'','',,EMPTY (SOME),
Central African Republic,'',,'','',EMPTY (SOME),
Chad,'',,'','',EMPTY (SOME),
Change PIN,'',,'',,EMPTY (SOME),
Change bouquets in quickzap,Change bouquets in quick zap mode,Change bouquets in quickzap,Change bouquets in quickzap,Change bouquets in quickzap,MISMATCH (ALL),
Change recording (add time),,,'',,SOLITARY,
Change recording (duration),Change recording duration,Change recording (duration),Change recording (duration),Change recording (duration),MISMATCH (ALL),
Change recording (endtime),Change recording end time,Change recording (endtime),Change recording (endtime),,MISMATCH (SOME),
Change repeat and delay settings?,Change repeat and delay settings,Change repeat and delay settings?,Change repeat and delay settings?,Change repeat and delay settings?,MISMATCH (ALL),
Change step size,'',Change step size,Change step size,Change step size,INCOMPLETE (ALL),
Change timer,'',Change timer,'',,INCOMPLETE (SOME),
Channel,'',Channel,Channel,Channel,INCOMPLETE (ALL),
Channel Info,channel info,Channel Info,'',,MISMATCH (SOME),
Channel list type,'',Channel list type,Channel list type,Channel list type,INCOMPLETE (ALL),
Channel not in services list,Channel isn't in channels list,Channel not in services list,Channel not in services list,Channel not in services list,MISMATCH (ALL),
Channel selection,Channel Selection,Channel selection,Channel selection,Channel selection,MISMATCH (ALL),capitalisation
Channel:,'',Channel:,Channel:,Channel:,INCOMPLETE (ALL),
Channellist menu,Channel list menu,,Channellist menu,,MISMATCH (SOME),whitespace
Channelnumber and picon,,,'',,SOLITARY,
Channelnumber and servicename,,,'',,SOLITARY,
"Channelnumber, picon and servicename",,,'',,SOLITARY,
Chap.,'',Chap.,Chap.,Chap.,INCOMPLETE (ALL),
Chapter,'',Chapter,Chapter,Chapter,INCOMPLETE (ALL),
Chapter:,'',Chapter:,Chapter:,Chapter:,INCOMPLETE (ALL),
Check,'',Check,Check,Check,INCOMPLETE (ALL),
Check the internet connection,Check your receiver's internet connection,Check the internet connection,Check the internet connection,Check the internet connection,MISMATCH (ALL),
Check the internet connection again,Re-check your receiver's internet connection,Check the internet connection again,Check the internet connection again,Check the internet connection again,MISMATCH (ALL),
Checking filesystem...,'',Checking filesystem...,Checking filesystem...,Checking filesystem...,INCOMPLETE (ALL),
Checking the internet connection,Checking internet connection...,Checking the internet connection,Checking the internet connection,Checking the internet connection,MISMATCH (ALL),
Checking tuner %s\nDiSEqC port %s for %s,,,'',,SOLITARY,
Children/Youth,'',Children/Youth,Children/Youth,Children/Youth,INCOMPLETE (ALL),
Chile,'',,'','',EMPTY (SOME),
China,'',,'','',EMPTY (SOME),
Chinese - Simplified,,,'',,SOLITARY,
Chinese - Traditional,,,'',,SOLITARY,
Choose Tuner,Select Tuner,'','',,INCOMPLETE (SOME),
Choose bouquet,,'','',,EMPTY (SOME),
Choose which tuner to configure.,Choose a tuner to configure.,Choose which tuner to configure.,Choose which tuner to configure.,Choose which tuner to configure.,MISMATCH (ALL),
Christmas Island,'',,'','',EMPTY (SOME),
Circular LNB,'',,'',,EMPTY (SOME),
Circular left,'',Circular left,Circular left,Circular left,INCOMPLETE (ALL),
Circular right,'',Circular right,Circular right,Circular right,INCOMPLETE (ALL),
Cleanup,'',Cleanup,Cleanup,Cleanup,INCOMPLETE (ALL),
Clear,'',Clear,Clear,Clear,INCOMPLETE (ALL),
Clear before scan,'',Clear before scan,Clear before scan,Clear before scan,INCOMPLETE (ALL),
Clear fixed,'',Clear fixed,Clear fixed,Clear fixed,INCOMPLETE (ALL),
Clear log,'',Clear log,Clear log,Clear log,INCOMPLETE (ALL),
Clear playlist,'',Clear playlist,Clear playlist,Clear playlist,INCOMPLETE (ALL),
Client is streaming from this box!,,,'',,SOLITARY,
Clone TV screen to LCD,Clone TV screen to front panel display,'','','',INCOMPLETE (ALL),
Clone TV screen to LCD mode,,,'',,SOLITARY,
Close,'',Close,Close,Close,INCOMPLETE (ALL),
Close PiP with 'exit' button,,,Close PiP with 'exit' button,,SOLITARY,
Close title selection,'',Close title selection,Close title selection,Close title selection,INCOMPLETE (ALL),
Cocos (Keeling) Islands,'',,'','',EMPTY (SOME),
Code R. LP-HP & Guard Int.,,,'',,SOLITARY,
Code rate HP,'',Code rate HP,Code rate HP,Code rate HP,INCOMPLETE (ALL),
Code rate LP,'',Code rate LP,Code rate LP,Code rate LP,INCOMPLETE (ALL),
Collection name,'',Collection name,Collection name,Collection name,INCOMPLETE (ALL),
Collection settings,'',Collection settings,Collection settings,Collection settings,INCOMPLETE (ALL),
Color format,'',Color format,Color format,Color format,INCOMPLETE (ALL),
Combo,'',,'','',EMPTY (SOME),
Command execution...,'',,Command execution...,,INCOMPLETE (SOME),
Command order,'',Command order,Command order,Command order,INCOMPLETE (ALL),
Commit info,,,'',,SOLITARY,
Common Interface,'',Common Interface,Common Interface,Common Interface,INCOMPLETE (ALL),
Common Interface assignment,'',Common Interface assignment,Common Interface assignment,,INCOMPLETE (SOME),
Communication,'',Communication,Communication,Communication,INCOMPLETE (ALL),
Comoros,'',,'','',EMPTY (SOME),
Compact flash,,,Compact flash,,SOLITARY,
Complete,'',Complete,Complete,Complete,INCOMPLETE (ALL),
Complex (allows mixing audio tracks and aspects),'',Complex (allows mixing audio tracks and aspects),Complex (allows mixing audio tracks and aspects),Complex (allows mixing audio tracks and aspects),INCOMPLETE (ALL),
Composition of the recording filenames,Recording filename structure,Composition of the recording filenames,Composition of the recording filenames,Composition of the recording filenames,MISMATCH (ALL),
Config Scan Details,,,'','',EMPTY (SOME),
Config resolution of pictures,,,'',,SOLITARY,
Configuration,,,Configuration,,SOLITARY,
Configuration mode,'',Configuration mode,Configuration mode,Configuration mode,INCOMPLETE (ALL),
Configuration mode: %s,'',Configuration mode: %s,Configuration mode: %s,Configuration mode: %s,INCOMPLETE (ALL),
Configure an additional delay to improve external subtitle synchronisation.,Configure an additional delay to improve external subtitle synchronization.,Configure an additional delay to improve external subtitle synchronisation.,Configure an additional delay to improve external subtitle synchronisation.,Configure an additional delay to improve external subtitle synchronisation.,MISMATCH (ALL),
Configure an additional delay to improve subtitle synchronisation.,Configure an additional delay to improve subtitle synchronization.,Configure an additional delay to improve subtitle synchronisation.,Configure an additional delay to improve subtitle synchronisation.,Configure an additional delay to improve subtitle synchronisation.,MISMATCH (ALL),
Configure for how long the infobar will remain visible after activation.,,,Configure for how long the infobar will remain visible after activation.,,SOLITARY,
"Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.",Configure how long finished event data should remain visible on the EPG for. This can be useful to check for information about an event which has just finished or been delayed.,"Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.","Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.","Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.",MISMATCH (ALL),
Configure how many channels are shown in the selection list.,,,'',,SOLITARY,
Configure how recording filenames are constructed.,,Configure how recording filenames are constructed.,Configure how recording filenames are constructed.,Configure how recording filenames are constructed.,UNCHANGED (SOME),
Configure how the fan should operate,,,'',,SOLITARY,
Configure if and how crypto icons will be shown in the channel selection list.,"Configure whether, and how, crypto icons should appear in the channel selection list.",'','',,INCOMPLETE (SOME),
Configure if and how long the latest service in Picture in Picture mode will be remembered.,,,'',,SOLITARY,
